dataset;measure;classification-measure;test-type;value
Dublin bus(lines=2);HCSSClassifierTest;precision;holdout;0.9726027397260274
Dublin bus(lines=2);HCSSClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);HCSSClassifierTest;f-measure;holdout;0.9861111111111112
Dublin bus(lines=2);HCSSClassifierTest;specificity;holdout;0.7142857142857143
Dublin bus(lines=2);HCSSClassifierTest;fall-out;holdout;0.2857142857142857
Dublin bus(lines=2);HCSSClassifierTest;false-discovery-rate;holdout;0.0273972602739726
Dublin bus(lines=2);HCSSClassifierTest;precision;cross-validation;0.9688213441404931
Dublin bus(lines=2);HCSSClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);HCSSClassifierTest;f-measure;cross-validation;0.9840418617527051
Dublin bus(lines=2);HCSSClassifierTest;specificity;cross-validation;0.7133333333333334
Dublin bus(lines=2);HCSSClassifierTest;fall-out;cross-validation;0.2866666666666666
Dublin bus(lines=2);HCSSClassifierTest;false-discovery-rate;cross-validation;0.03117865585950692
Dublin bus(lines=2);CVTIClassifierTest;accuracy;holdout;0.9102564102564102
Dublin bus(lines=2);CVTIClassifierTest;accuracy;cross-validation;0.9028224055579679
Dublin bus(lines=2);CVTIClassifierTest;precision;holdout;0.9102564102564102
Dublin bus(lines=2);CVTIClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);CVTIClassifierTest;f-measure;holdout;0.953020134228188
Dublin bus(lines=2);CVTIClassifierTest;specificity;holdout;0.0
Dublin bus(lines=2);CVTIClassifierTest;fall-out;holdout;1.0
Dublin bus(lines=2);CVTIClassifierTest;false-discovery-rate;holdout;0.08974358974358974
Dublin bus(lines=2);CVTIClassifierTest;precision;cross-validation;0.9029960920538429
Dublin bus(lines=2);CVTIClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);CVTIClassifierTest;f-measure;cross-validation;0.9487378695793843
Dublin bus(lines=2);CVTIClassifierTest;specificity;cross-validation;0.0
Dublin bus(lines=2);CVTIClassifierTest;fall-out;cross-validation;1.0
Dublin bus(lines=2);CVTIClassifierTest;false-discovery-rate;cross-validation;0.09700390794615718
Dublin bus(lines=2);wDFClassifierTest;accuracy;holdout;0.9871794871794872
Dublin bus(lines=2);wDFClassifierTest;accuracy;cross-validation;0.974641771602258
Dublin bus(lines=2);wDFClassifierTest;precision;holdout;0.9861111111111112
Dublin bus(lines=2);wDFClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);wDFClassifierTest;f-measure;holdout;0.993006993006993
Dublin bus(lines=2);wDFClassifierTest;specificity;holdout;0.8571428571428571
Dublin bus(lines=2);wDFClassifierTest;fall-out;holdout;0.1428571428571429
Dublin bus(lines=2);wDFClassifierTest;false-discovery-rate;holdout;0.013888888888888888
Dublin bus(lines=2);wDFClassifierTest;precision;cross-validation;0.9726118326118327
Dublin bus(lines=2);wDFClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);wDFClassifierTest;f-measure;cross-validation;0.9859854963304228
Dublin bus(lines=2);wDFClassifierTest;specificity;cross-validation;0.7766666666666667
Dublin bus(lines=2);wDFClassifierTest;fall-out;cross-validation;0.22333333333333333
Dublin bus(lines=2);wDFClassifierTest;false-discovery-rate;cross-validation;0.02738816738816739
Dublin bus(lines=2);SWALEClassifierTest;accuracy;holdout;0.8974358974358975
Dublin bus(lines=2);SWALEClassifierTest;accuracy;cross-validation;0.8269214068606165
Dublin bus(lines=2);SWALEClassifierTest;precision;holdout;0.92
Dublin bus(lines=2);SWALEClassifierTest;recall;holdout;0.971830985915493
Dublin bus(lines=2);SWALEClassifierTest;f-measure;holdout;0.9452054794520549
Dublin bus(lines=2);SWALEClassifierTest;specificity;holdout;0.14285714285714285
Dublin bus(lines=2);SWALEClassifierTest;fall-out;holdout;0.8571428571428572
Dublin bus(lines=2);SWALEClassifierTest;false-discovery-rate;holdout;0.08
Dublin bus(lines=2);SWALEClassifierTest;precision;cross-validation;0.8980909931881256
Dublin bus(lines=2);SWALEClassifierTest;recall;cross-validation;0.9441100740817134
Dublin bus(lines=2);SWALEClassifierTest;f-measure;cross-validation;0.9200190509249925
Dublin bus(lines=2);SWALEClassifierTest;specificity;cross-validation;0.0
Dublin bus(lines=2);SWALEClassifierTest;fall-out;cross-validation;1.0
Dublin bus(lines=2);SWALEClassifierTest;false-discovery-rate;cross-validation;0.10190900681187454
Dublin bus(lines=2);LiuSchneiderClassifierTest;accuracy;holdout;0.9102564102564102
Dublin bus(lines=2);LiuSchneiderClassifierTest;accuracy;cross-validation;0.8262266608771169
Dublin bus(lines=2);LiuSchneiderClassifierTest;precision;holdout;0.9102564102564102
Dublin bus(lines=2);LiuSchneiderClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;f-measure;holdout;0.953020134228188
Dublin bus(lines=2);LiuSchneiderClassifierTest;specificity;holdout;0.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;fall-out;holdout;1.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;false-discovery-rate;holdout;0.08974358974358974
Dublin bus(lines=2);LiuSchneiderClassifierTest;precision;cross-validation;0.9029960920538429
Dublin bus(lines=2);LiuSchneiderClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;f-measure;cross-validation;0.9487378695793843
Dublin bus(lines=2);LiuSchneiderClassifierTest;specificity;cross-validation;0.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;fall-out;cross-validation;1.0
Dublin bus(lines=2);LiuSchneiderClassifierTest;false-discovery-rate;cross-validation;0.09700390794615718
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;accuracy;holdout;1.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;accuracy;cross-validation;0.9916630481980026
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;precision;holdout;1.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;f-measure;holdout;1.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;specificity;holdout;1.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;fall-out;holdout;0.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;false-discovery-rate;holdout;0.0
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;precision;cross-validation;0.9910101010101011
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;recall;cross-validation;0.9951219512195122
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;f-measure;cross-validation;0.9929848226115823
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;specificity;cross-validation;0.9099999999999999
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;fall-out;cross-validation;0.09
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;false-discovery-rate;cross-validation;0.008989898989898989
Dublin bus(lines=2);MSMMovePointsClassifierTest;accuracy;holdout;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;accuracy;cross-validation;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;precision;holdout;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;f-measure;holdout;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;specificity;holdout;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;fall-out;holdout;0.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;false-discovery-rate;holdout;0.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;precision;cross-validation;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;recall;cross-validation;0.9951219512195122
Dublin bus(lines=2);MSMMovePointsClassifierTest;f-measure;cross-validation;0.9975308641975309
Dublin bus(lines=2);MSMMovePointsClassifierTest;specificity;cross-validation;1.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;fall-out;cross-validation;0.0
Dublin bus(lines=2);MSMMovePointsClassifierTest;false-discovery-rate;cross-validation;0.0
Dublin bus(lines=2);DTWaClassifierTest;accuracy;holdout;0.9230769230769231
Dublin bus(lines=2);DTWaClassifierTest;accuracy;cross-validation;0.9026487190620929
Dublin bus(lines=2);DTWaClassifierTest;precision;holdout;0.9333333333333333
Dublin bus(lines=2);DTWaClassifierTest;recall;holdout;0.9859154929577465
Dublin bus(lines=2);DTWaClassifierTest;f-measure;holdout;0.9589041095890412
Dublin bus(lines=2);DTWaClassifierTest;specificity;holdout;0.2857142857142857
Dublin bus(lines=2);DTWaClassifierTest;fall-out;holdout;0.7142857142857143
Dublin bus(lines=2);DTWaClassifierTest;false-discovery-rate;holdout;0.06666666666666667
Dublin bus(lines=2);DTWaClassifierTest;precision;cross-validation;0.9133569739952719
Dublin bus(lines=2);DTWaClassifierTest;recall;cross-validation;0.9815818995399257
Dublin bus(lines=2);DTWaClassifierTest;f-measure;cross-validation;0.9457346978378324
Dublin bus(lines=2);DTWaClassifierTest;specificity;cross-validation;0.12333333333333334
Dublin bus(lines=2);DTWaClassifierTest;fall-out;cross-validation;0.8766666666666667
Dublin bus(lines=2);DTWaClassifierTest;false-discovery-rate;cross-validation;0.08664302600472813
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;accuracy;holdout;0.6
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;accuracy;cross-validation;0.3466666666666667
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;precision;holdout;0.75
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;recall;holdout;0.75
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;f-measure;holdout;0.75
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;false-discovery-rate;holdout;0.25
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;precision;cross-validation;0.7
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;recall;cross-validation;0.2
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;f-measure;cross-validation;0.13333333333333333
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;specificity;cross-validation;0.7
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;fall-out;cross-validation;0.3
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;false-discovery-rate;cross-validation;0.3
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;accuracy;holdout;0.6
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;accuracy;cross-validation;0.4133333333333333
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;precision;holdout;0.75
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;recall;holdout;0.75
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;f-measure;holdout;0.75
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;false-discovery-rate;holdout;0.25
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;precision;cross-validation;0.6666666666666666
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;recall;cross-validation;0.2
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;f-measure;cross-validation;0.1
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;specificity;cross-validation;0.6
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;fall-out;cross-validation;0.4
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;false-discovery-rate;cross-validation;0.3333333333333333
Pisa (Users [2, 3]);MSMClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);MSMClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);MSMClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);MSMClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);MSMClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);MSMClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);MSMClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);MSMClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);MSMClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);MSMClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);MSMClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);MSMClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);MSMClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);MSMClassifierTest;false-discovery-rate;cross-validation;0.0
Pisa (Users [2, 3]);DTWClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);DTWClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);DTWClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);DTWClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);DTWClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);DTWClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);DTWClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);DTWClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);DTWClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);DTWClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);DTWClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);DTWClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);DTWClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);DTWClassifierTest;false-discovery-rate;cross-validation;0.0
Pisa (Users [2, 3]);EDRClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);EDRClassifierTest;accuracy;cross-validation;0.4533333333333333
Pisa (Users [2, 3]);EDRClassifierTest;precision;holdout;0.5
Pisa (Users [2, 3]);EDRClassifierTest;recall;holdout;0.25
Pisa (Users [2, 3]);EDRClassifierTest;f-measure;holdout;0.3333333333333333
Pisa (Users [2, 3]);EDRClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);EDRClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);EDRClassifierTest;false-discovery-rate;holdout;0.5
Pisa (Users [2, 3]);EDRClassifierTest;precision;cross-validation;0.5466666666666666
Pisa (Users [2, 3]);EDRClassifierTest;recall;cross-validation;0.7
Pisa (Users [2, 3]);EDRClassifierTest;f-measure;cross-validation;0.5476190476190477
Pisa (Users [2, 3]);EDRClassifierTest;specificity;cross-validation;0.2
Pisa (Users [2, 3]);EDRClassifierTest;fall-out;cross-validation;0.8
Pisa (Users [2, 3]);EDRClassifierTest;false-discovery-rate;cross-validation;0.4533333333333333
Pisa (Users [2, 3]);ERPClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);ERPClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);ERPClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);ERPClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);ERPClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);ERPClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);ERPClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);ERPClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);ERPClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);ERPClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);ERPClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);ERPClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);ERPClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);ERPClassifierTest;false-discovery-rate;cross-validation;0.0
Pisa (Users [2, 3]);LCSSClassifierTest;accuracy;holdout;0.4
Pisa (Users [2, 3]);LCSSClassifierTest;accuracy;cross-validation;0.4133333333333333
Pisa (Users [2, 3]);LCSSClassifierTest;precision;holdout;0.6666666666666666
Pisa (Users [2, 3]);LCSSClassifierTest;recall;holdout;0.5
Pisa (Users [2, 3]);LCSSClassifierTest;f-measure;holdout;0.5714285714285715
Pisa (Users [2, 3]);LCSSClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);LCSSClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);LCSSClassifierTest;false-discovery-rate;holdout;0.3333333333333333
Pisa (Users [2, 3]);LCSSClassifierTest;precision;cross-validation;0.3
Pisa (Users [2, 3]);LCSSClassifierTest;recall;cross-validation;0.4
Pisa (Users [2, 3]);LCSSClassifierTest;f-measure;cross-validation;0.3333333333333333
Pisa (Users [2, 3]);LCSSClassifierTest;specificity;cross-validation;0.16666666666666666
Pisa (Users [2, 3]);LCSSClassifierTest;fall-out;cross-validation;0.8333333333333334
Pisa (Users [2, 3]);LCSSClassifierTest;false-discovery-rate;cross-validation;0.7
Pisa (Users [2, 3]);MSTPClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);MSTPClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);MSTPClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);MSTPClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);MSTPClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);MSTPClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);MSTPClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);MSTPClassifierTest;false-discovery-rate;cross-validation;0.0
Pisa (Users [2, 3]);HCSSClassifierTest;accuracy;holdout;0.6
Pisa (Users [2, 3]);HCSSClassifierTest;accuracy;cross-validation;0.5733333333333334
Pisa (Users [2, 3]);HCSSClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);HCSSClassifierTest;recall;holdout;0.5
Pisa (Users [2, 3]);HCSSClassifierTest;f-measure;holdout;0.6666666666666666
Pisa (Users [2, 3]);HCSSClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);HCSSClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);HCSSClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);HCSSClassifierTest;precision;cross-validation;0.4666666666666667
Pisa (Users [2, 3]);HCSSClassifierTest;recall;cross-validation;0.6
Pisa (Users [2, 3]);HCSSClassifierTest;f-measure;cross-validation;0.47333333333333333
Pisa (Users [2, 3]);HCSSClassifierTest;specificity;cross-validation;0.26666666666666666
Pisa (Users [2, 3]);HCSSClassifierTest;fall-out;cross-validation;0.7333333333333334
Pisa (Users [2, 3]);HCSSClassifierTest;false-discovery-rate;cross-validation;0.5333333333333333
Pisa (Users [2, 3]);CVTIClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);CVTIClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);CVTIClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);CVTIClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);CVTIClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);CVTIClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);CVTIClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);CVTIClassifierTest;false-discovery-rate;cross-validation;0.0
Pisa (Users [2, 3]);wDFClassifierTest;accuracy;holdout;0.4
Pisa (Users [2, 3]);wDFClassifierTest;accuracy;cross-validation;0.4533333333333333
Pisa (Users [2, 3]);wDFClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);wDFClassifierTest;recall;holdout;0.25
Pisa (Users [2, 3]);wDFClassifierTest;f-measure;holdout;0.4
Pisa (Users [2, 3]);wDFClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);wDFClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);wDFClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);wDFClassifierTest;precision;cross-validation;0.7666666666666667
Pisa (Users [2, 3]);wDFClassifierTest;recall;cross-validation;0.4
Pisa (Users [2, 3]);wDFClassifierTest;f-measure;cross-validation;0.38
Pisa (Users [2, 3]);wDFClassifierTest;specificity;cross-validation;0.6666666666666667
Pisa (Users [2, 3]);wDFClassifierTest;fall-out;cross-validation;0.33333333333333337
Pisa (Users [2, 3]);wDFClassifierTest;false-discovery-rate;cross-validation;0.2333333333333333
Pisa (Users [2, 3]);SWALEClassifierTest;accuracy;holdout;0.4
Pisa (Users [2, 3]);SWALEClassifierTest;accuracy;cross-validation;0.3466666666666667
Pisa (Users [2, 3]);SWALEClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);SWALEClassifierTest;recall;holdout;0.25
Pisa (Users [2, 3]);SWALEClassifierTest;f-measure;holdout;0.4
Pisa (Users [2, 3]);SWALEClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);SWALEClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);SWALEClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);SWALEClassifierTest;precision;cross-validation;0.4133333333333333
Pisa (Users [2, 3]);SWALEClassifierTest;recall;cross-validation;0.6
Pisa (Users [2, 3]);SWALEClassifierTest;f-measure;cross-validation;0.4742857142857143
Pisa (Users [2, 3]);SWALEClassifierTest;specificity;cross-validation;0.0
Pisa (Users [2, 3]);SWALEClassifierTest;fall-out;cross-validation;1.0
Pisa (Users [2, 3]);SWALEClassifierTest;false-discovery-rate;cross-validation;0.5866666666666667
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;accuracy;holdout;0.4
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;accuracy;cross-validation;0.4133333333333333
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;precision;holdout;0.6666666666666666
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;recall;holdout;0.5
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;f-measure;holdout;0.5714285714285715
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;false-discovery-rate;holdout;0.3333333333333333
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;precision;cross-validation;0.36666666666666664
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;recall;cross-validation;0.3
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;f-measure;cross-validation;0.2
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;specificity;cross-validation;0.26666666666666666
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;fall-out;cross-validation;0.7333333333333334
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;false-discovery-rate;cross-validation;0.6333333333333333
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;accuracy;holdout;0.6
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;accuracy;cross-validation;0.3466666666666667
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;precision;holdout;0.75
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;recall;holdout;0.75
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;f-measure;holdout;0.75
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;false-discovery-rate;holdout;0.25
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;precision;cross-validation;0.7
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;recall;cross-validation;0.2
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;f-measure;cross-validation;0.13333333333333333
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;specificity;cross-validation;0.7
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;fall-out;cross-validation;0.3
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;false-discovery-rate;cross-validation;0.3
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;accuracy;holdout;0.6
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;accuracy;cross-validation;0.3466666666666667
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;precision;holdout;0.75
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;recall;holdout;0.75
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;f-measure;holdout;0.75
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;specificity;holdout;0.0
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;fall-out;holdout;1.0
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;false-discovery-rate;holdout;0.25
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;precision;cross-validation;0.7
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;recall;cross-validation;0.2
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;f-measure;cross-validation;0.13333333333333333
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;specificity;cross-validation;0.7
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;fall-out;cross-validation;0.3
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;false-discovery-rate;cross-validation;0.3
Pisa (Users [2, 3]);DTWaClassifierTest;accuracy;holdout;0.2
Pisa (Users [2, 3]);DTWaClassifierTest;accuracy;cross-validation;0.6133333333333333
Pisa (Users [2, 3]);DTWaClassifierTest;precision;holdout;1.0
Pisa (Users [2, 3]);DTWaClassifierTest;recall;holdout;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;f-measure;holdout;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;specificity;holdout;1.0
Pisa (Users [2, 3]);DTWaClassifierTest;fall-out;holdout;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;false-discovery-rate;holdout;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;precision;cross-validation;1.0
Pisa (Users [2, 3]);DTWaClassifierTest;recall;cross-validation;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;f-measure;cross-validation;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;specificity;cross-validation;1.0
Pisa (Users [2, 3]);DTWaClassifierTest;fall-out;cross-validation;0.0
Pisa (Users [2, 3]);DTWaClassifierTest;false-discovery-rate;cross-validation;0.0
