measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
EDRClassifierTest,"Geolife University ",10,"1.0,0.9163934304112091,0.8856616954184954,0.8922307265245379,0.842901570630289,0.7158545680974966,0.6624736147437544,0.640278114853323,0.6358248823671621,0.6167779857276531"
LCSSClassifierTest,"Geolife University ",10,"1.0,0.8315275474084796,0.6694708614814067,0.6335817833883555,0.5651943688883461,0.4361611141250921,0.3726235119939949,0.33821358258063766,0.33420366363169857,0.3290910367972424"
SMSMTemporalDurationClassifierTest,"Geolife University ",10,"0.7750439025563193,0.7664786914918916,0.7735138953168124,0.7520313992340344,0.6790116346870343,0.6458420212156679,0.6309657212891452,0.6161298678573037,0.6009754180719866,0.5930112937158302"
SMSMEllipsesWithDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
SMSMEllipsesClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
SMSMEllipsesWithTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
MSMClassifierTest,"Geolife University ",10,"1.0,0.8315275474084796,0.6694708614814067,0.6335817833883555,0.5651943688883461,0.4361611141250921,0.3726235119939949,0.33821358258063766,0.33420366363169857,0.3290910367972424"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9114523657016574,0.8595837129911423,0.857489248980115,0.8232090818243323,0.7525864643193845,0.7083808822315178,0.6677304817464083,0.6456175311310874,0.631740496990032"
EDRClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8125,0.7997549019607844,0.7196146990264637,0.6694273863391511,0.6926780327515621,0.6839283841878998,0.6553474942221745,0.5903626481877257,0.5886412226789222"
SMSMDistanceClassifierTest,"Geolife University ",10,"0.7707946107716167,0.7655344044286244,0.7735138953168124,0.7490096806315792,0.6740443614507989,0.6452089131847025,0.6309120621379118,0.6151840596522887,0.6000800315887814,0.5922359599751573"
SMSMEllipsesWithTemporalDurationClassifierTest,"Geolife University ",10,"0.7763591595372986,0.767793948472871,0.7748291522977918,0.7544798006909345,0.681675331527721,0.6459880064883969,0.6311117065618742,0.6164208049903461,0.601681793849184,0.5932195923327275"
MSMClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.627680995475113,0.6232332559661513,0.5889630851567492,0.5270802608041212,0.5434172258075413,0.5338941346061925,0.43919229873822235,0.3913352588066241,0.3926679793938365"
SMSMEllipsesWithDistanceClassifierTest,"Geolife University ",10,"0.7707946107716167,0.7655344044286244,0.7735138953168124,0.7490096806315792,0.6740443614507989,0.6452089131847025,0.6309120621379118,0.6151840596522887,0.6000800315887814,0.5922359599751573"
LCSSClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.627680995475113,0.6232332559661513,0.5889630851567492,0.5270802608041212,0.5434172258075413,0.5338941346061925,0.43919229873822235,0.3913352588066241,0.3926679793938365"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,"Geolife University ",10,"0.7707946107716167,0.7655344044286244,0.7735138953168124,0.7490096806315792,0.6740443614507989,0.6452089131847025,0.6309120621379118,0.6151840596522887,0.6000800315887814,0.5922359599751573"
SMSMTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
SMSMDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7979964207905385,0.7830776249893897,0.7115848204083498,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
