measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
EDRClassifierTest,"Geolife University ",10,"0.759834512907959,0.7252329244038959,0.702683745813477,0.7077017201966794,0.7139883320679709,0.7130204014604449,0.7172734633635021,0.7118831221828928,0.7094236109865069,0.7020358282163761"
LCSSClassifierTest,"Geolife University ",10,"0.759834512907959,0.7190585955909489,0.6907488116430108,0.6943983277394494,0.6916257744611044,0.6704486264695207,0.6685989929296943,0.6540264903569294,0.6465319690315872,0.6253638779588019"
SMSMTemporalDurationClassifierTest,"Geolife University ",10,"0.7718628293735316,0.763248059710071,0.7724000976757448,0.7455689648350738,0.6660377642516863,0.6419849252983821,0.6300865707596409,0.6134395085685964,0.5966159465344325,0.5912530291988778"
SMSMEllipsesWithDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9356951871657754,0.8957031530560942,0.8524240525219401,0.8237180359368941,0.7669236990862425,0.7281890913919713,0.6990143561785325,0.6892086841331156,0.6876831573029125"
SMSMEllipsesClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9356951871657754,0.8957031530560942,0.8524240525219401,0.8237180359368941,0.7669236990862425,0.7281890913919713,0.6990143561785325,0.6892086841331156,0.6876831573029125"
SMSMEllipsesWithTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9356951871657754,0.8957031530560942,0.8524240525219401,0.8237180359368941,0.7669236990862425,0.7281890913919713,0.6990143561785325,0.6892086841331156,0.6876831573029125"
MSMClassifierTest,"Geolife University ",10,"0.6984511166797917,0.6335593660226085,0.6000519700123164,0.604179271904414,0.6065712216588967,0.6038692253752751,0.6035493320387338,0.5955302334312818,0.5931786193711106,0.5802858761810942"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9152310636450341,0.8678221677315326,0.8522818424371653,0.825934589704788,0.8065777690041589,0.7972451854415716,0.7754443546954781,0.7671533508216786,0.7533861082495946"
EDRClassifierTest,San Francisco cab (Directed Regions),10,"0.7616946778711484,0.6942548736666384,0.6891592332120015,0.6642640543387219,0.6377060896135588,0.6050290550845141,0.6014677190513735,0.5982254148830649,0.6012553988480499,0.6078476298920553"
SMSMDistanceClassifierTest,"Geolife University ",10,"1.0,0.8999972293247976,0.8368971344836178,0.8169980701413703,0.7724861021113016,0.7349043549237807,0.723588385137506,0.7110792898602666,0.7097054828854744,0.7024026456234358"
SMSMEllipsesWithTemporalDurationClassifierTest,"Geolife University ",10,"0.7960326999334971,0.7722825545623534,0.7715317236831736,0.7627396119217272,0.7580288832792185,0.7428198697868389,0.741762782558598,0.7289100797172877,0.7195598808587621,0.713132992188823"
MSMClassifierTest,San Francisco cab (Directed Regions),10,"0.6372721096985803,0.5323430643952862,0.5191221271358981,0.46113347807515265,0.4277995115271247,0.39408266739144293,0.3847845551143575,0.38132459761272275,0.3830740816875668,0.38398639802144613"
SMSMEllipsesWithDistanceClassifierTest,"Geolife University ",10,"1.0,0.9091346767058709,0.8638720386728698,0.846885695868978,0.8194354860986047,0.7910467280801006,0.7832025056323031,0.7611109512608415,0.7526456653743416,0.7409039160285488"
LCSSClassifierTest,San Francisco cab (Directed Regions),10,"0.7616946778711484,0.683601498547319,0.6552278845814008,0.5926408469472259,0.520256563658383,0.45760662638702004,0.43248737277704574,0.4178133577696197,0.4164687873540333,0.41602480519188756"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,"Geolife University ",10,"0.7866357343124833,0.7587966058022639,0.7557153513297094,0.7474241836782519,0.7427040338185656,0.7363854768745178,0.7379839743337969,0.7248678561089794,0.7169755223496966,0.711997716748901"
SMSMTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8107298474945533,0.7923573975044562,0.7122256828139181,0.6908935255490982,0.6978554580448588,0.664888068308781,0.6156829065930216,0.593095823613606,0.5907408600846874"
SMSMDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7946004159239454,0.7219344789197731,0.6958374302232434,0.6559291595083119,0.62477003143517,0.6052156872010065,0.601737450078097,0.6084292667511896,0.6106878126821353"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8108776844070963,0.7994875222816399,0.7197700991818639,0.6859803638054411,0.699984563889135,0.6569295680551599,0.609462414324312,0.5863343387122211,0.5893978304531428"
