measure;dataset;0%;10,00%;20,00%;30,00%;40,00%;50,00%;60,00%;70,00%;80,00%;90,00%;100,00%
EDRClassifierTest;San Francisco cab (Directed Regions);10;0.7931332148243913,0.6239006652242062,0.5956651915787299,0.6084832161376394,0.5969931761368451,0.5858343889854061,0.5924990027696012,0.5916398686926334,0.5786229999440768,0.5696185660893702
H_MSM_StopMove_EllipsesClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.9796531491384433,0.9559102668466858,0.9392888542967402,0.9222436172715155,0.9046681627629231,0.8787083101645561,0.8539993965497026,0.8032287856162686,0.720023624239279
MSMClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.6110942613320763,0.5872808351161058,0.5908486650081776,0.5774640516414894,0.5665831875068815,0.5677280560500065,0.5692572335899343,0.5512901382073596,0.5161850644252716
H_MSM_StopMove_TemporalDurationClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.6195889958713299,0.6178266802890022,0.5950396596864052,0.5942491632659705,0.5880536565537975,0.5934105941834937,0.5918703851982625,0.5811803766896421,0.5731850070601575
wDFClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.8730382455197526,0.8589309208113151,0.8511948693370165,0.8296296361401702,0.8092838367512653,0.7707653651239944,0.7061508263040446,0.5990400483979305,0.5634113893139103
LCSSClassifierTest;San Francisco cab (Directed Regions);10;0.7817770056740645,0.6221040921553437,0.5860948273070836,0.6038775904430305,0.5926734978759067,0.5825566567875927,0.5863973356707731,0.591624601719501,0.5825195346524652,0.5709711699056008
MSTPClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.41345052648465525,0.4001602532888346,0.3695938464088089,0.3657785480374599,0.3445072516428994,0.3469475306343069,0.346408679369504,0.34358341015497273,0.33853358276311285
H_MSM_StopMove_AngleClassifierTest;San Francisco cab (Directed Regions);10;0.17347136484997133,0.26195902973058427,0.33728655355425546,0.39384941004741575,0.4363898791834987,0.4739061233765809,0.505692816042033,0.5325984556496757,0.5574414998047568,0.564154889587599
SWALEClassifierTest;San Francisco cab (Directed Regions);10;0.5761360099595394,0.40569765042083383,0.3904264169771345,0.3704377111973454,0.3673940636271936,0.33914949676241835,0.34915602465049084,0.3487667295969664,0.34322890610891604,0.34020919469219607
CVTIClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.4116655986645107,0.399671359546543,0.36936493273717214,0.3657460600199562,0.3443868249899862,0.34696596199370516,0.34635770137307653,0.34356987817213125,0.3385270689623231
H_MSM_StopMove_DistanceClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.3126527467559784,0.24282288890422893,0.2308809164527688,0.2561744136613062,0.28517008774049124,0.3033119338672146,0.3113732195543439,0.3229015915813774,0.33374373640254756
DTWaClassifierTest;San Francisco cab (Directed Regions);10;1.0,0.8637974661109387,0.8457098643022137,0.838136494531747,0.825478390044785,0.810474929443623,0.7881649423395584,0.7255263113416006,0.6235364931592074,0.573935342472557
