measure;dataset;0%;10,00%;20,00%;30,00%;40,00%;50,00%;60,00%;70,00%;80,00%;90,00%;100,00%
EDRClassifierTest;"Geolife University ";10;0.8700056411453471,0.7732916972494691,0.7385610911652611,0.73892515292926,0.746558317198479,0.7311956762568135,0.7240540184381581,0.714279295124215,0.7111616305596633,0.5935061290210432
LCSSClassifierTest;"Geolife University ";10;0.7430297017797018,0.7017497057901629,0.6769580963605978,0.6808515947264049,0.6814267765195597,0.6835943377314612,0.6717097379169229,0.6731626113097646,0.6690854429767139,0.6715136857724535
SWALEClassifierTest;"Geolife University ";10;0.6143667328042328,0.4074728139450782,0.3812122125255293,0.3831460617268882,0.392313340533201,0.3957166004180591,0.38928044940839746,0.37512151110192943,0.3767133212844425,0.3660885954525885
DTWaClassifierTest;"Geolife University ";10;1.0,0.8983410950174865,0.8307418730237165,0.7989390975410411,0.7725001729768083,0.7481524591377942,0.7268647943269003,0.712310481596346,0.704396060148535,0.6919733024088516
H_MSM_StopMove_TemporalDurationClassifierTest;"Geolife University ";10;1.0,0.7929477712222925,0.7587805148396327,0.7317983244606143,0.7420541234015259,0.7389876844938349,0.7190925348047074,0.7127715064038618,0.7199381287216436,0.6960139188747982
H_MSM_StopMove_AngleClassifierTest;"Geolife University ";10;0.7207884315069557,0.713185126683732,0.7169144380557394,0.7236216672099455,0.7270357855685768,0.7237883095222681,0.7195007248261891,0.7205223604794867,0.7204586566145077,0.7052010659954768
H_MSM_StopMove_DistanceClassifierTest;"Geolife University ";10;1.0,0.11488453272535196,0.16095135056765272,0.20751313450420605,0.2445857042957247,0.2747103039662754,0.27454104617549624,0.29785177830517157,0.3185538958946162,0.33923945382060855
MSTPClassifierTest;"Geolife University ";10;1.0,0.44737886677905647,0.37328858641736284,0.3592839126579582,0.3509990583012346,0.35324852681913876,0.34753759173746585,0.34610178521754614,0.3455067358727874,0.3458945922124099
MSMClassifierTest;"Geolife University ";10;0.9986111111111111,0.6337016032582051,0.5043274555898293,0.43550588847673893,0.40372247515849635,0.3877069435868252,0.3754802205414691,0.3708505551864421,0.3664227610867339,0.35985557723548206
CVTIClassifierTest;"Geolife University ";10;1.0,0.4475018189113815,0.37375592178957584,0.35936630469911346,0.3509941709229262,0.35330777102650884,0.3476102920587163,0.34610879960887037,0.3455152501341752,0.3458974816480303
H_MSM_StopMove_EllipsesClassifierTest;"Geolife University ";10;0.7853555318138651,0.7754943780338243,0.739080137788913,0.7360437484650661,0.7466656562013179,0.7407420263204929,0.7163211829229524,0.7140374895735271,0.7209472266335888,0.6962991786337759
wDFClassifierTest;"Geolife University ";10;1.0,0.9040450182995239,0.853694926069634,0.8213098997097671,0.7750104997879296,0.7390732369449036,0.7217088655656513,0.7030960769710699,0.6893481927123303,0.6775181815143113
