measure;dataset;0%;10,00%;20,00%;30,00%;40,00%;50,00%;60,00%;70,00%;80,00%;90,00%;100,00%
LiuSchneiderClassifierTest;San Francisco cab (Directed Regions);10;0.018000000000000002,0.0165,0.023,0.0375,0.0664,0.13116666666666668,0.174,0.209875,0.23422222222222222,0.25
HCSSClassifierTest;San Francisco cab (Directed Regions);10;0.713,0.557,0.44133333333333336,0.38375,0.3372,0.3125,0.29285714285714287,0.2755,0.2613333333333333,0.25
H_MSM_StopMove_TemporalDurationClassifierTest;San Francisco cab (Directed Regions);10;0.544,0.5235,0.5196666666666667,0.5095000000000001,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
wDFClassifierTest;San Francisco cab (Directed Regions);10;0.6759999999999999,0.5425,0.49133333333333334,0.49575,0.48619999999999997,0.4058333333333334,0.3484285714285714,0.3055,0.27211111111111114,0.25
H_MSM_StopMove_AngleClassifierTest;San Francisco cab (Directed Regions);10;0.187,0.24150000000000002,0.37766666666666665,0.47225,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
H_MSM_StopMove_PointsClassifierTest;San Francisco cab (Directed Regions);10;0.7959999999999999,0.715,0.6186666666666667,0.542,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
DTWClassifierTest;San Francisco cab (Directed Regions);10;0.501,0.501,0.5006666666666667,0.5005000000000001,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
EDRClassifierTest;San Francisco cab (Directed Regions);10;0.54,0.529,0.515,0.5067499999999999,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
H_MSM_StopMove_EllipsesClassifierTest;San Francisco cab (Directed Regions);10;0.929,0.813,0.6609999999999999,0.5605,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
MSMClassifierTest;San Francisco cab (Directed Regions);10;0.544,0.5185,0.5086666666666667,0.49125,0.4668,0.39683333333333337,0.34185714285714286,0.30162500000000003,0.2737777777777778,0.25
ERPClassifierTest;San Francisco cab (Directed Regions);10;0.501,0.501,0.5006666666666667,0.5005000000000001,0.4996,0.4165,0.35700000000000004,0.3125,0.2777777777777778,0.25
LCSSClassifierTest;San Francisco cab (Directed Regions);10;0.5429999999999999,0.525,0.5193333333333333,0.50825,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
MSTPClassifierTest;San Francisco cab (Directed Regions);10;0.319,0.27949999999999997,0.26733333333333337,0.262,0.257,0.2555,0.2532857142857143,0.251875,0.25066666666666665,0.25
SWALEClassifierTest;San Francisco cab (Directed Regions);10;0.544,0.5355,0.5173333333333333,0.5075,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
CVTIClassifierTest;San Francisco cab (Directed Regions);10;0.317,0.27899999999999997,0.26733333333333337,0.262,0.257,0.25516666666666665,0.2532857142857143,0.25175000000000003,0.25066666666666665,0.25
H_MSM_StopMove_DistanceClassifierTest;San Francisco cab (Directed Regions);10;0.33299999999999996,0.2065,0.14066666666666666,0.10550000000000001,0.08439999999999999,0.10099999999999999,0.14114285714285713,0.180375,0.22255555555555556,0.25
DTWaClassifierTest;San Francisco cab (Directed Regions);10;0.762,0.6685,0.5693333333333332,0.52475,0.5,0.41666666666666674,0.35714285714285715,0.3125,0.2777777777777778,0.25
