dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
New York bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.6805390835579515;0.7280200692862296;0.750724381623715;0.7382934978298179;0.5295195195195195;0.4704804804804805;0.2719799307137703
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.6768014375561545;0.7178332691980239;0.7194194161323422;0.717945839050955;0.5264400764400763;0.4735599235599235;0.2821667308019761
New York bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.990751136059877;1.0;0.9823984526112186;0.9910010111223458;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.6609195402298851;0.7413793103448276;0.7478260869565218;0.7445887445887446;0.4915254237288136;0.5084745762711864;0.25862068965517243
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.965034965034965;0.9594594594594594;0.9726027397260274;0.9659863945578231;0.9571428571428572;0.042857142857142816;0.04054054054054054
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.6824797843665769;0.737138014588474;0.771808983296552;0.7532269058300864;0.5377996177996178;0.4622003822003822;0.26286198541152594
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.6839080459770115;0.7727272727272727;0.7391304347826086;0.7555555555555555;0.576271186440678;0.423728813559322;0.22727272727272727
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.955947607591553;0.9683229813664596;0.9632771483835315;0.9650501514267456;0.9681864235055724;0.03181357649442755;0.031677018633540374
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.9943661971830986;0.9886762360446572;0.9939393939393939;0.9912727272727272;0.988562091503268;0.01143790849673203;0.011323763955342903
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.9440559440559441;0.9452054794520548;0.9452054794520548;0.9452054794520548;0.9428571428571428;0.05714285714285716;0.0547945205479452
New York bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.9829352929169218;1.0;0.9724214565646792;0.9859249426372715;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.6198562443845462;0.6827500767085646;0.6980785595967351;0.6891639813098988;0.453962598962599;0.546037401037401;0.31724992329143553
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.6896551724137931;0.7652173913043478;0.7652173913043478;0.7652173913043478;0.5423728813559322;0.4576271186440678;0.23478260869565218
New York bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.9976744186046511;0.9955555555555555;1.0;0.997752808988764;0.9952380952380953;0.0047619047619047675;0.0044444444444444444
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.6896551724137931;0.7850467289719626;0.7304347826086957;0.7567567567567568;0.6101694915254238;0.38983050847457623;0.21495327102803738
New York bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.9942845478669117;1.0;0.9775667308175049;0.9885330012453301;1.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.9943661971830986;0.9948717948717949;0.9885339885339886;0.9915859482982772;0.9935483870967742;0.0064516129032258;0.005128205128205128
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.9582731889869018;0.9699006579375936;0.9727272727272727;0.9705909988369796;0.9664373215437045;0.03356267845629548;0.03009934206240636
