dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Pisa (Users [2, 3]);STOP_STREET_NAME;SMSMEllipsesClassifierTest;cross-validation;0.3466666666666667;0.7;0.2;0.13333333333333333;0.7;0.3;0.3
Pisa (Users [2, 3]);STOP_STREET_NAME;SMSMEllipsesClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Dublin bus(lines=2);STOP_STREET_NAME;HCSSClassifierTest;cross-validation;0.7608928094092489;1.0;0.42387470685343026;0.58330493204266;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;SMSMPointsClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;MSMClassifierTest;cross-validation;0.30666666666666664;0.6;0.4;0.4;0.5333333333333333;0.4666666666666667;0.4
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;EDRClassifierTest;holdout;0.4942528735632184;0.6310679611650486;0.5652173913043478;0.5963302752293578;0.3559322033898305;0.6440677966101696;0.36893203883495146
Vehicle;STOP_STREET_NAME;LiuSchneiderClassifierTest;cross-validation;0.7645569620253164;0.7383838383838384;0.439058715273549;0.543754724111867;0.9489074698239852;0.05109253017601474;0.2616161616161616
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.5628571428571428;0.6573523006650586;0.8564078522067705;0.743451215547448;0.25233005733005737;0.7476699426699427;0.34264769933494144
Vehicle;STOP_STREET_NAME;SMSMTemporalDurationClassifierTest;cross-validation;0.9761350210970464;0.9427136021872865;1.0;0.9700750466723539;0.9782155340458425;0.021784465954157416;0.057286397812713594
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;SMSMTemporalDurationClassifierTest;cross-validation;0.12571428571428572;0.05;0.06666666666666667;0.05714285714285715;0.5876190476190477;0.41238095238095235;0.95
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;CVTIClassifierTest;holdout;0.6609195402298851;0.6609195402298851;1.0;0.7958477508650519;0.0;1.0;0.3390804597701149
Pisa (Users [2, 3]);STOP_STREET_NAME;wDFClassifierTest;holdout;0.4;1.0;0.25;0.4;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;SMSMEllipsesClassifierTest;cross-validation;0.9971830985915492;0.9888544891640867;1.0;0.9943482587064676;0.988562091503268;0.01143790849673203;0.011145510835913312
Dublin bus(lines=2);STOP_STREET_NAME;DTWClassifierTest;cross-validation;0.5707564822240042;0.9294117647058823;0.28863583225285355;0.4106194056569997;0.9454545454545455;0.05454545454545454;0.07058823529411765
Pisa (Users [2, 3]);STOP_STREET_NAME;DTWaClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;SWALEClassifierTest;holdout;0.6013986013986014;0.7;0.3835616438356164;0.495575221238938;0.8285714285714286;0.17142857142857137;0.3
Vehicle;STOP_STREET_NAME;SMSMAngleClassifierTest;holdout;0.968;0.9111111111111111;1.0;0.9534883720930233;0.9523809523809523;0.04761904761904767;0.08888888888888889
Vehicle;STOP_STREET_NAME;SMSMEllipsesClassifierTest;holdout;0.984;0.9534883720930233;1.0;0.9761904761904763;0.9761904761904762;0.023809523809523836;0.046511627906976744
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.749318364073777;0.8809211822660099;0.6286132307408904;0.7260422182216104;0.9041475545730865;0.09585244542691354;0.11907881773399016
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;SWALEClassifierTest;cross-validation;0.646397124887691;0.6648366374945709;0.8746742876007897;0.7463019796177642;0.2459404859404859;0.7540595140595141;0.335163362505429
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;LCSSClassifierTest;holdout;0.25;0.0;0.0;0.0;0.8;0.19999999999999996;1.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;CVTIClassifierTest;cross-validation;0.43369272237196765;0.6254806828391735;1.0;0.7692636235520245;0.0;1.0;0.37451931716082665
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.04857142857142857;0.26666666666666666;0.2;0.1;0.8200000000000001;0.18;0.7333333333333333
Vehicle;STOP_STREET_NAME;wDFClassifierTest;holdout;0.752;0.625;0.6097560975609756;0.6172839506172839;0.8214285714285714;0.1785714285714286;0.375
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Vehicle;STOP_STREET_NAME;EDRClassifierTest;cross-validation;0.9761350210970464;0.9568888888888889;0.9619737750172532;0.9586933797909408;0.9822660098522167;0.017733990147783252;0.043111111111111114
Dublin bus(lines=2);STOP_STREET_NAME;MSMClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;SMSMDistanceClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;CVTIClassifierTest;holdout;0.48951048951048953;1.0;0.0;0.0;1.0;0.0;0.0
Vehicle;STOP_STREET_NAME;SMSMPointsClassifierTest;holdout;0.984;0.9534883720930233;1.0;0.9761904761904763;0.9761904761904762;0.023809523809523836;0.046511627906976744
Pisa (Users [4, 6]);STOP_STREET_NAME;SMSMEllipsesClassifierTest;cross-validation;0.9333333333333333;1.0;1.0;1.0;0.6;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.6091954022988506;0.6556291390728477;0.8608695652173913;0.7443609022556392;0.11864406779661017;0.8813559322033898;0.3443708609271523
Dublin bus(lines=2);STOP_STREET_NAME;SMSMAngleClassifierTest;holdout;0.986013986013986;0.9863013698630136;0.9863013698630136;0.9863013698630136;0.9857142857142858;0.014285714285714235;0.0136986301369863
Vehicle;STOP_STREET_NAME;HCSSClassifierTest;holdout;0.896;0.9666666666666667;0.7073170731707317;0.8169014084507042;0.9880952380952381;0.011904761904761862;0.03333333333333333
Pisa (Users [2, 3]);STOP_STREET_NAME;MSTPClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;DTWaClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;LiuSchneiderClassifierTest;cross-validation;0.5187997550520513;0.896875;0.19376114081996437;0.1392636229749632;0.8166666666666668;0.18333333333333332;0.103125
Pisa (Users [2, 3]);STOP_STREET_NAME;CVTIClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;ERPClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;DTWaClassifierTest;holdout;0.7342657342657343;1.0;0.4794520547945205;0.6481481481481481;1.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.2;0.5;0.25;0.3333333333333333;0.0;1.0;0.5
Dublin bus(lines=2);STOP_STREET_NAME;MSTPClassifierTest;holdout;0.48951048951048953;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;SWALEClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;DTWClassifierTest;holdout;0.5919540229885057;0.6486486486486487;0.8347826086956521;0.7300380228136882;0.11864406779661017;0.8813559322033898;0.35135135135135137
Dublin bus(lines=2);STOP_STREET_NAME;SMSMEllipsesClassifierTest;cross-validation;0.990751136059877;1.0;0.9823984526112186;0.9910010111223458;1.0;0.0;0.0
Vehicle;STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.328;0.328;1.0;0.4939759036144578;0.0;1.0;0.672
Dublin bus(lines=2);STOP_STREET_NAME;SMSMEllipsesClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.6588879978615343;1.0;0.38498735307245946;0.5549935011225333;1.0;0.0;0.0
Vehicle;STOP_STREET_NAME;SMSMDistanceClassifierTest;holdout;0.968;0.9111111111111111;1.0;0.9534883720930233;0.9523809523809523;0.04761904761904767;0.08888888888888889
Vehicle;STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.8732151898734177;0.9173333333333333;0.8225848793623729;0.8653710039362836;0.9705984309432585;0.02940156905674147;0.08266666666666667
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;MSMClassifierTest;cross-validation;0.18285714285714283;0.13;0.36666666666666664;0.18095238095238098;0.440952380952381;0.5590476190476192;0.8699999999999999
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;DTWClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.22285714285714286;0.2;0.0;0.0;0.8647619047619047;0.1352380952380952;0.8
Pisa (Users [4, 6]);STOP_STREET_NAME;SWALEClassifierTest;cross-validation;0.4;0.5;0.7;0.3;0.0;0.6;0.5
Pisa (Users [4, 6]);STOP_STREET_NAME;MSTPClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;ERPClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;LiuSchneiderClassifierTest;cross-validation;0.15428571428571428;0.8;0.1;0.13333333333333333;0.9199999999999999;0.08;0.2
Pisa (Users [4, 6]);STOP_STREET_NAME;CVTIClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;SMSMAngleClassifierTest;holdout;0.6839080459770115;0.7830188679245284;0.7217391304347827;0.7511312217194571;0.6101694915254238;0.38983050847457623;0.2169811320754717
New York bus(lines=2);STOP_STREET_NAME;LCSSClassifierTest;cross-validation;0.9541947336191059;0.9258695652173913;0.9941176470588236;0.9572490019341281;0.9000976267084674;0.09990237329153262;0.0741304347826087
Pisa (Users [2, 3]);STOP_STREET_NAME;SMSMDistanceClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Vehicle;STOP_STREET_NAME;SMSMPointsClassifierTest;cross-validation;0.9788016877637131;0.9521872863978128;1.0;0.9751959570564221;0.9817243059756671;0.018275694024332868;0.047812713602187286
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;wDFClassifierTest;holdout;0.6264367816091954;0.711864406779661;0.7304347826086957;0.7210300429184548;0.423728813559322;0.576271186440678;0.288135593220339
Pisa (Users [2, 3]);STOP_STREET_NAME;SWALEClassifierTest;cross-validation;0.3466666666666667;0.4133333333333333;0.6;0.4742857142857143;0.0;1.0;0.5866666666666667
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;wDFClassifierTest;holdout;0.0;0.0;0.0;0.0;0.7;0.30000000000000004;1.0
New York bus(lines=2);STOP_STREET_NAME;DTWClassifierTest;holdout;0.5478260869565217;0.5535714285714286;0.96875;0.7045454545454546;0.0196078431372549;0.9803921568627451;0.44642857142857145
Dublin bus(lines=2);STOP_STREET_NAME;SWALEClassifierTest;cross-validation;0.5405773857257417;0.5968174109666478;0.4973228898760814;0.5280283713113916;0.6488063000828959;0.35119369991710414;0.4031825890333522
Vehicle;STOP_STREET_NAME;LiuSchneiderClassifierTest;holdout;0.736;0.6428571428571429;0.43902439024390244;0.5217391304347826;0.8809523809523809;0.11904761904761907;0.35714285714285715
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;MSMClassifierTest;holdout;0.5;0.0;0.0;0.0;0.9;0.09999999999999998;1.0
Vehicle;STOP_STREET_NAME;SWALEClassifierTest;cross-validation;0.9920000000000002;0.9800000000000001;0.9826086956521738;0.9803827751196172;0.9929824561403509;0.007017543859649122;0.02
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.5199999999999999;0.7333333333333333;0.5;0.49333333333333335;0.5333333333333333;0.4666666666666667;0.26666666666666666
New York bus(lines=2);STOP_STREET_NAME;wDFClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.21142857142857138;0.4;0.0;0.0;0.858095238095238;0.14190476190476192;0.6
Pisa (Users [4, 6]);STOP_STREET_NAME;SMSMTemporalDurationClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Vehicle;STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.896;0.78;0.9512195121951219;0.8571428571428571;0.8690476190476191;0.13095238095238093;0.22
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;DTWClassifierTest;cross-validation;0.5819586702605571;0.6323672682789224;0.9358653642138611;0.7544849414817454;0.09131586131586132;0.9086841386841387;0.3676327317210776
Pisa (Users [4, 6]);STOP_STREET_NAME;LiuSchneiderClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.8;0.8;0.9;0.7333333333333333;0.4;0.2;0.2
Vehicle;STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.9184135021097047;0.8573777715713199;0.977124183006536;0.9128876810929738;0.9375157241763412;0.062484275823658765;0.14262222842868005
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;DTWaClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;DTWClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.5;0.3333333333333333;0.5;0.4;0.8;0.19999999999999996;0.6666666666666666
Dublin bus(lines=2);STOP_STREET_NAME;MSTPClassifierTest;cross-validation;0.48265169740711034;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;wDFClassifierTest;cross-validation;0.13333333333333333;0.5;0.9;0.5;0.0;0.6;0.5
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;SMSMDistanceClassifierTest;holdout;0.5;0.0;0.0;0.0;0.8;0.19999999999999996;1.0
Pisa (Users [2, 3]);STOP_STREET_NAME;SMSMDistanceClassifierTest;cross-validation;0.3466666666666667;0.7;0.2;0.13333333333333333;0.7;0.3;0.3
Vehicle;STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.9078818565400845;0.908076858813701;0.9411453470276999;0.9226194376194377;0.9635182304420054;0.036481769557994606;0.0919231411862991
New York bus(lines=2);STOP_STREET_NAME;SMSMEllipsesClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;SMSMEllipsesClassifierTest;cross-validation;0.6900988319856245;0.7510570990967779;0.749828359417475;0.7500425144016774;0.5809322959322959;0.4190677040677041;0.2489429009032221
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;SMSMPointsClassifierTest;cross-validation;0.18285714285714283;0.05;0.06666666666666667;0.05714285714285715;0.5476190476190477;0.4523809523809524;0.95
Pisa (Users [4, 6]);STOP_STREET_NAME;EDRClassifierTest;cross-validation;0.5333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;MSTPClassifierTest;cross-validation;0.43369272237196765;0.6254806828391735;1.0;0.7692636235520245;0.0;1.0;0.37451931716082665
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;SMSMEllipsesClassifierTest;holdout;0.6609195402298851;0.7692307692307693;0.6956521739130435;0.730593607305936;0.5932203389830508;0.4067796610169492;0.23076923076923078
Vehicle;STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.848;0.7037037037037037;0.926829268292683;0.8000000000000002;0.8095238095238095;0.19047619047619047;0.2962962962962963
New York bus(lines=2);STOP_STREET_NAME;MSMClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
