measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
EDRClassifierTest,"Geolife University ",10,"0.805397486249321,0.7924588451090583,0.6721314600746257,0.6013813413749922,0.6018680016715917,0.6182989996763271,0.6089964733732633,0.6170925355587012,0.6273039897327218,0.6370767820806255"
LCSSClassifierTest,"Geolife University ",10,"0.805397486249321,0.7922223831419757,0.6718026781969327,0.6009826366503308,0.6013266939640703,0.6177348757962325,0.5986227645264606,0.608573756725224,0.6139314023880654,0.625147467875391"
SMSMTemporalDurationClassifierTest,"Geolife University ",10,"0.7831949260956503,0.7628913400182619,0.7724489825604476,0.7433389830750984,0.6672646399106209,0.6442236514464513,0.6284744042420863,0.6114613913261594,0.5968908174596244,0.5936051047410522"
SMSMEllipsesWithDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9529411764705883,0.9500144175317186,0.941589565118977,0.9360231304002931,0.938168344632539,0.9312776926587668,0.919098957617461,0.9137076926873562,0.904029924949999"
SMSMEllipsesClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9529411764705883,0.9507497116493656,0.941589565118977,0.9360231304002931,0.938168344632539,0.9312776926587668,0.919098957617461,0.9137076926873562,0.904029924949999"
SMSMEllipsesWithTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9529411764705883,0.9500144175317186,0.941589565118977,0.9360231304002931,0.938168344632539,0.9312776926587668,0.919098957617461,0.9137076926873562,0.904029924949999"
MSMClassifierTest,"Geolife University ",10,"0.7269681844658029,0.6361172804325893,0.5440115839921545,0.4835810520164085,0.47779280332757645,0.4938517751677974,0.48993103224896495,0.5011869318431244,0.5067262672646177,0.5103620875899487"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9201802751229582,0.875868455286632,0.8520597466085911,0.8236724689164768,0.8068056952105731,0.8016642523489528,0.7815944019267549,0.77808186959254,0.7712423285993418"
EDRClassifierTest,San Francisco cab (Directed Regions),10,"0.7678240740740742,0.6410283888225065,0.6290661868408409,0.6205187129927614,0.5944229628519831,0.6005618886910309,0.6105604974517904,0.5940154571774101,0.590122759609333,0.5944862036006904"
SMSMDistanceClassifierTest,"Geolife University ",10,"0.8163889646931763,0.6887660252884574,0.6728443352249125,0.6354471126940208,0.5780621791242982,0.5840145732429469,0.592591682607237,0.5959110965800903,0.6067045732134683,0.6149329995487564"
SMSMEllipsesWithTemporalDurationClassifierTest,"Geolife University ",10,"0.8125012683672823,0.790481377799101,0.7762477455990177,0.772278521979006,0.7668864621699938,0.7546376213707136,0.751213487948624,0.751126706250777,0.742789664703275,0.7434092611488378"
MSMClassifierTest,San Francisco cab (Directed Regions),10,"0.619025942739178,0.4855243349889951,0.46055465323825506,0.44407112209293503,0.42597259131697246,0.4275324530141742,0.431766643751625,0.400091286187493,0.3755459335489209,0.37309883038506964"
SMSMEllipsesWithDistanceClassifierTest,"Geolife University ",10,"0.8163889646931763,0.6887660252884574,0.6728443352249125,0.6354471126940208,0.5780621791242982,0.5840145732429469,0.592591682607237,0.5959110965800903,0.6067045732134683,0.6149329995487564"
LCSSClassifierTest,San Francisco cab (Directed Regions),10,"0.7678240740740742,0.6410283888225065,0.6283865032026796,0.6185364513686592,0.5851168879668641,0.589436612500741,0.5921528299888132,0.5621894444485447,0.5526649006384085,0.5555173765110304"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,"Geolife University ",10,"0.8163889646931763,0.6887660252884574,0.6728443352249125,0.6354471126940208,0.5780621791242982,0.5840145732429469,0.592591682607237,0.5959110965800903,0.6067045732134683,0.6149329995487564"
SMSMTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8089324618736383,0.7718121807546549,0.7187490129645474,0.6902092359585055,0.6605481190770754,0.6210271358714733,0.606160765040089,0.601461464154266,0.6029849324023665"
SMSMDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8040464165464166,0.7114495714301077,0.6761916076362443,0.6425506374792708,0.621783102249963,0.6232661629354487,0.6228553628254809,0.6090446654603089,0.6019940509154993"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8242763772175536,0.800326797385621,0.734560514254559,0.6622330379593995,0.6465412874267976,0.6230105997022458,0.605947808803048,0.6023416606986516,0.6052801140008172"
