measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
EDRClassifierTest,"Geolife University ",10,"0.7792060021344724,0.7294186184790016,0.7119140905867382,0.681914330504321,0.6806318109270783,0.6931565116364543,0.6968757943478213,0.6996891910453533,0.7013083963950952,0.7033102610114116"
LCSSClassifierTest,"Geolife University ",10,"0.7792060021344724,0.7259090963948684,0.7078902356624979,0.6770741656181151,0.6700047158039224,0.682987987574951,0.6720368298757017,0.6611598233526834,0.6640744499459742,0.6564290008127098"
SMSMTemporalDurationClassifierTest,"Geolife University ",10,"0.788883601354728,0.762952735085584,0.7735784065014382,0.7461160255081172,0.6652904118355066,0.6410105139514717,0.6262153822213881,0.6104574384144213,0.5945576378377528,0.5905117195158616"
SMSMEllipsesWithDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.935838779956427,0.933974358974359,0.9131765917665571,0.8617711084730981,0.8393927335741214,0.8060972222906674,0.7628729075105668,0.7365094274568137,0.7059118194393144"
SMSMEllipsesClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.935838779956427,0.933974358974359,0.9131765917665571,0.8617711084730981,0.8393927335741214,0.8060972222906674,0.7628729075105668,0.7365094274568137,0.7059118194393144"
SMSMEllipsesWithTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.935838779956427,0.933974358974359,0.9131765917665571,0.8617711084730981,0.8393927335741214,0.8060972222906674,0.7628729075105668,0.7365094274568137,0.7059118194393144"
MSMClassifierTest,"Geolife University ",10,"0.7064769854654576,0.6196264407088709,0.5973322991882123,0.5711561259718339,0.5683042446261146,0.5808938935505934,0.58387010358193,0.586032311612376,0.5865668780059204,0.5836002844269386"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9271954988668869,0.8817382995527782,0.8627912211809817,0.8303489443877742,0.8173710632906843,0.8085648338130323,0.7858927389367112,0.7776740718141467,0.7738615081145939"
EDRClassifierTest,San Francisco cab (Directed Regions),10,"0.7465452847805789,0.6999458874458875,0.6776927653959387,0.6701888416176817,0.6445784749795314,0.6248761284175954,0.5997233424356644,0.5900909659614285,0.5886842594119086,0.5892088012299329"
SMSMDistanceClassifierTest,"Geolife University ",10,"0.8161099763325886,0.7502368945182328,0.7095148377908777,0.6376336005385873,0.5920918378602008,0.6020641189390475,0.6010987820232923,0.5983867895677106,0.5999170838486863,0.603820977756086"
SMSMEllipsesWithTemporalDurationClassifierTest,"Geolife University ",10,"0.8211891262762157,0.7907340307860821,0.7825995062436295,0.7753424548260112,0.771242431697621,0.7572757528191182,0.7543819138434105,0.7493584303458815,0.7439504333490445,0.7373936889764587"
MSMClassifierTest,San Francisco cab (Directed Regions),10,"0.620116803131509,0.5372566309049428,0.5063541412487231,0.4740246167666755,0.44515643404045546,0.41296910738375553,0.3899929578900995,0.3749272968733183,0.36945220889174873,0.36772139192072784"
SMSMEllipsesWithDistanceClassifierTest,"Geolife University ",10,"0.8161099763325886,0.7502368945182328,0.7095148377908777,0.6376336005385873,0.5920918378602008,0.6020641189390475,0.6010987820232923,0.5983867895677106,0.5999170838486863,0.603820977756086"
LCSSClassifierTest,San Francisco cab (Directed Regions),10,"0.7465452847805789,0.6914037727619043,0.6616368230231691,0.6411935085974134,0.5803602519080909,0.5319287164263097,0.49179240275428965,0.4473415143715641,0.4307820648963568,0.4199193795800415"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,"Geolife University ",10,"0.8161099763325886,0.7502368945182328,0.7095148377908777,0.6376336005385873,0.5920918378602008,0.6020641189390475,0.6010987820232923,0.5983867895677106,0.5999170838486863,0.603820977756086"
SMSMTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8098739495798319,0.7878119429590018,0.7173981791628851,0.6974006600554589,0.6967175599699275,0.6487737425295376,0.6072421040500864,0.5893636771725204,0.5896564730446862"
SMSMDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7923630563336446,0.7363945415609502,0.7002072082089382,0.6695996719362524,0.6458577902247088,0.6246182318236373,0.6027765676619049,0.5965077889339437,0.5959107824340965"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8145424836601307,0.7976678550207962,0.7256006520712404,0.6964849306180576,0.6989468120307221,0.6404320396578561,0.5991507228612021,0.5858284029671615,0.5900856515285633"
