measure;dataset;0%;10,00%;20,00%;30,00%;40,00%;50,00%;60,00%;70,00%;80,00%;90,00%;100,00%
EDRClassifierTest;"Geolife University ";10;0.7648809523809523,0.6022151459651459,0.5978661439970964,0.5834329977011007,0.5581682820678551,0.5416138881649298,0.5001999704469897,0.4899625570433473,0.46357026707714966,0.39085573698444487
LCSSClassifierTest;"Geolife University ";10;0.691468253968254,0.5137484539270253,0.48608977432735195,0.5051068747882473,0.5116061808807398,0.4914533510112371,0.4853837503397654,0.48069606364283063,0.48593129844368665,0.4843590942780104
SWALEClassifierTest;"Geolife University ";10;0.49835858585858583,0.3534764226203302,0.32519460539864375,0.32588405739922816,0.2937411080962895,0.29260173547343776,0.27521177992621043,0.2579061390957283,0.2569006717973784,0.2632340843762254
DTWaClassifierTest;"Geolife University ";10;1.0,0.8821290812362241,0.8452477241867998,0.7775806623716841,0.7210437036426642,0.6622875173510113,0.6133998421959246,0.5903187357485754,0.5639193532300817,0.504682218799812
H_MSM_StopMove_TemporalDurationClassifierTest;"Geolife University ";10;1.0,0.722865527329813,0.6414459383209383,0.6263344634668163,0.6030665055340413,0.5777725410557336,0.5481437037453745,0.5161659122142253,0.5231317976827204,0.5218433249787944
H_MSM_StopMove_AngleClassifierTest;"Geolife University ";10;0.5990079365079365,0.5544505098076526,0.5695389266817839,0.5387879329410546,0.5147000842992018,0.5190550823621033,0.5129074755522853,0.5161006633394691,0.5152762044459,0.5083497249939882
H_MSM_StopMove_DistanceClassifierTest;"Geolife University ";10;1.0,0.13240356220052438,0.14721619797919377,0.18175675954042306,0.20217472319823163,0.1894862400038065,0.20246324316610065,0.2219180446478599,0.23401848018565632,0.249261922781955
MSTPClassifierTest;"Geolife University ";10;1.0,0.5031857031857031,0.3110531994460566,0.3054253243165221,0.2988331596536589,0.2650189432310513,0.2664501118848945,0.26077819452339457,0.2630165277572116,0.26360187555732983
MSMClassifierTest;"Geolife University ";10;1.0,0.6859704283811426,0.544648496706777,0.44705262371013754,0.37952882595553544,0.3355538335866999,0.30484472439074334,0.285480068999216,0.28738129729372675,0.2842210646113158
CVTIClassifierTest;"Geolife University ";10;1.0,0.5031857031857031,0.3110531994460566,0.3054253243165221,0.2988331596536589,0.2650189432310513,0.2664501118848945,0.26077819452339457,0.2630165277572116,0.26360187555732983
H_MSM_StopMove_EllipsesClassifierTest;"Geolife University ";10;0.7440476190476191,0.6103993228993229,0.6062448629412915,0.6099961295297982,0.5868074402590538,0.5724259042003617,0.5424619639218977,0.5175694655553984,0.524229540241593,0.5211038171629561
wDFClassifierTest;"Geolife University ";10;1.0,0.8982559107559108,0.839714270517842,0.8043775430723961,0.6668542594863552,0.6133480313326287,0.5777217588654653,0.5359334906890437,0.5106755111696388,0.42295333102169375
