dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
New York bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.45793018983466016;0.9014925373134328;0.2;0.13465346534653463;0.8114285714285714;0.18857142857142856;0.09850746268656715
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;cross-validation;0.6612135792568832;1.0;0.3577121460100184;0.5253080403844411;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;cross-validation;0.6009164420485176;0.6834955429120295;0.7861615513328231;0.7299522998280762;0.38870324870324874;0.6112967512967513;0.31650445708797054
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;holdout;0.6573426573426573;1.0;0.3287671232876712;0.49484536082474223;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;holdout;0.632183908045977;0.6711409395973155;0.8695652173913043;0.7575757575757576;0.1694915254237288;0.8305084745762712;0.3288590604026846
New York bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.6776484996938151;0.7123421414448334;0.8564293658922815;0.745227718432844;0.49796436199538263;0.5020356380046175;0.2876578585551667
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;0.8111888111888111;1.0;0.6301369863013698;0.773109243697479;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;cross-validation;0.7841486233627373;0.8132816537467701;0.7929042588617057;0.7924730189991568;0.794923091093304;0.20507690890669616;0.18671834625322997
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.8026730820636192;1.0;0.6048037069313665;0.7517899652858662;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.8111888111888111;1.0;0.6301369863013698;0.773109243697479;1.0;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.9043478260869565;0.9076923076923077;0.921875;0.9147286821705427;0.8823529411764706;0.11764705882352944;0.09230769230769231
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;holdout;0.7832167832167832;0.75;0.863013698630137;0.802547770700637;0.7;0.30000000000000004;0.25
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;0.4166666666666667;0.2222222222222222;1.0;0.3636363636363636;0.3;0.7;0.7777777777777778
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.4166666666666667;0.0;0.0;0.0;0.8;0.19999999999999996;1.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;holdout;0.6264367816091954;0.6666666666666666;0.8695652173913043;0.7547169811320754;0.15254237288135594;0.847457627118644;0.3333333333333333
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.7622377622377622;0.8679245283018868;0.6301369863013698;0.73015873015873;0.9;0.09999999999999998;0.1320754716981132
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.8251748251748252;0.8;0.8767123287671232;0.8366013071895425;0.7714285714285715;0.22857142857142854;0.2
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;holdout;0.7043478260869566;0.96875;0.484375;0.6458333333333334;0.9803921568627451;0.019607843137254943;0.03125
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;0.8181818181818182;0.7974683544303798;0.863013698630137;0.8289473684210525;0.7714285714285715;0.22857142857142854;0.20253164556962025
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.6783216783216783;1.0;0.3698630136986301;0.54;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.6379310344827587;0.6756756756756757;0.8695652173913043;0.7604562737642585;0.1864406779661017;0.8135593220338984;0.32432432432432434
"Vehicle ";STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.35250632911392404;1.0;0.0;0.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;cross-validation;0.45793018983466016;0.9;0.2;0.13333333333333333;0.8057142857142857;0.19428571428571428;0.1
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;cross-validation;0.6774852010614412;0.6433006170676958;0.8944727752508074;0.7443892684022897;0.4124428022728493;0.5875571977271506;0.35669938293230424
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;holdout;0.6433566433566433;1.0;0.3013698630136986;0.4631578947368421;1.0;0.0;0.0
"Vehicle ";STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;0.848;0.75;0.8048780487804879;0.7764705882352942;0.8690476190476191;0.13095238095238093;0.25
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;cross-validation;0.6745866503368034;0.7162159735689146;0.8184449479643987;0.7379681103210515;0.5388007432987221;0.46119925670127804;0.28378402643108525
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.5153099730458222;0.6274595405077832;0.850890803325502;0.7218910598480516;0.15560879060879063;0.8443912093912094;0.37254045949221687
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.5628571428571428;0.6573523006650586;0.8564078522067705;0.743451215547448;0.25233005733005737;0.7476699426699427;0.34264769933494144
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;holdout;0.6609195402298851;0.6609195402298851;1.0;0.7958477508650519;0.0;1.0;0.3390804597701149
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;holdout;0.5565217391304348;0.5565217391304348;1.0;0.7150837988826816;0.0;1.0;0.4434782608695652
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;holdout;0.6436781609195402;0.6754966887417219;0.8869565217391304;0.7669172932330827;0.1694915254237288;0.8305084745762712;0.32450331125827814
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.6;0.6;1.0;0.6;0.2;0.4;0.4
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.3333333333333333;0.0;0.0;0.0;0.7;0.30000000000000004;1.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;cross-validation;0.7958032611601176;0.9335873015873016;0.6160353830566596;0.7399427274787437;0.9534245187436676;0.04657548125633233;0.06641269841269841
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;cross-validation;0.6456827924066136;0.8615686274509805;0.4611614134968557;0.554498890465277;0.8373392367699768;0.16266076323002318;0.1384313725490196
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.5977011494252874;0.6490066225165563;0.8521739130434782;0.736842105263158;0.1016949152542373;0.8983050847457628;0.3509933774834437
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.749318364073777;0.8809211822660099;0.6286132307408904;0.7260422182216104;0.9041475545730865;0.09585244542691354;0.11907881773399016
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;holdout;0.7130434782608696;0.9696969696969697;0.5;0.6597938144329897;0.9803921568627451;0.019607843137254943;0.030303030303030304
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.04857142857142857;0.26666666666666666;0.2;0.1;0.8200000000000001;0.18;0.7333333333333333
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;cross-validation;0.43369272237196765;0.6254806828391735;1.0;0.7692636235520245;0.0;1.0;0.37451931716082665
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;0.6869565217391305;0.6458333333333334;0.96875;0.775;0.3333333333333333;0.6666666666666667;0.3541666666666667
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.6091954022988506;0.6556291390728477;0.8608695652173913;0.7443609022556392;0.11864406779661017;0.8813559322033898;0.3443708609271523
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.8321678321678322;0.810126582278481;0.8767123287671232;0.8421052631578948;0.7857142857142857;0.2142857142857143;0.189873417721519
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;cross-validation;0.5495058400718779;0.6496947654917293;0.6732191971934539;0.6602918943835623;0.3928951678951679;0.6071048321048321;0.35030523450827056
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;holdout;0.5565217391304348;0.5565217391304348;1.0;0.7150837988826816;0.0;1.0;0.4434782608695652
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.3333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;0.8434782608695652;0.8709677419354839;0.84375;0.8571428571428571;0.8431372549019608;0.1568627450980392;0.12903225806451613
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.2;0.5;0.25;0.3333333333333333;0.0;1.0;0.5
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;holdout;0.8251748251748252;0.8;0.8767123287671232;0.8366013071895425;0.7714285714285715;0.22857142857142854;0.2
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;cross-validation;0.807324244854317;0.9348542019509761;0.6350925670074606;0.7544856351697216;0.9531343833471493;0.046865616652850696;0.06514579804902386
"Vehicle ";STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.328;0.328;1.0;0.4939759036144578;0.0;1.0;0.672
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.43369272237196765;0.6254806828391735;1.0;0.7692636235520245;0.0;1.0;0.37451931716082665
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;cross-validation;0.5305480682839173;0.6402549339447575;0.8895917017450706;0.7443309394456696;0.1664687414687415;0.8335312585312586;0.35974506605524253
New York bus(lines=2);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.7478260869565218;0.9487179487179487;0.578125;0.7184466019417476;0.9607843137254902;0.039215686274509776;0.05128205128205128
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.6588879978615343;1.0;0.38498735307245946;0.5549935011225333;1.0;0.0;0.0
"Vehicle ";STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.8732151898734177;0.9173333333333333;0.8225848793623729;0.8653710039362836;0.9705984309432585;0.02940156905674147;0.08266666666666667
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;0.5804597701149425;0.6458333333333334;0.808695652173913;0.7181467181467183;0.13559322033898305;0.864406779661017;0.3541666666666667
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;1.0;1.0;1.0;1.0;0.6;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.22285714285714286;0.2;0.0;0.0;0.8647619047619047;0.1352380952380952;0.8
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;cross-validation;0.8026730820636192;1.0;0.6048037069313665;0.7517899652858662;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;cross-validation;0.7446939321037156;0.8591538180489587;0.5069274696934272;0.6229288785387468;0.9041475545730865;0.09585244542691354;0.1408461819510413
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.6956521739130435;0.9393939393939394;0.484375;0.6391752577319588;0.9607843137254902;0.039215686274509776;0.06060606060606061
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.5704222821203954;0.6620253951151354;0.9149126340795453;0.7677150448329568;0.2182882882882883;0.7817117117117117;0.3379746048848647
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;holdout;0.8251748251748252;0.8;0.8767123287671232;0.8366013071895425;0.7714285714285715;0.22857142857142854;0.2
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;holdout;0.6609195402298851;0.6609195402298851;1.0;0.7958477508650519;0.0;1.0;0.3390804597701149
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;holdout;0.5919540229885057;0.6692307692307692;0.7565217391304347;0.710204081632653;0.2711864406779661;0.728813559322034;0.33076923076923076
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.1657142857142857;0.7;0.3;0.26666666666666666;0.9266666666666667;0.07333333333333332;0.3
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.7818497727880247;0.8132816537467701;0.7929042588617057;0.7924730189991568;0.794923091093304;0.20507690890669616;0.18671834625322997
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;0.7622377622377622;0.8679245283018868;0.6301369863013698;0.73015873015873;0.9;0.09999999999999998;0.1320754716981132
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;0.5919540229885057;0.680327868852459;0.7217391304347827;0.70042194092827;0.3389830508474576;0.6610169491525424;0.319672131147541
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;0.6436781609195402;0.7022900763358778;0.8;0.7479674796747967;0.3389830508474576;0.6610169491525424;0.29770992366412213
New York bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.6956521739130435;0.6494845360824743;0.984375;0.782608695652174;0.3333333333333333;0.6666666666666667;0.35051546391752575
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.5199999999999999;0.7333333333333333;0.5;0.49333333333333335;0.5333333333333333;0.4666666666666667;0.26666666666666666
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;holdout;0.8111888111888111;1.0;0.6301369863013698;0.773109243697479;1.0;0.0;0.0
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.8189521518310612;0.9498068582271617;0.6685853153938262;0.7831091179962948;0.9624417426545087;0.03755825734549138;0.050193141772838165
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.21142857142857138;0.4;0.0;0.0;0.858095238095238;0.14190476190476192;0.6
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;cross-validation;0.8026730820636192;1.0;0.6048037069313665;0.7517899652858662;1.0;0.0;0.0
"Vehicle ";STOP_STREET_NAME;H_MSM_AngleClassifierTest;holdout;0.896;0.78;0.9512195121951219;0.8571428571428571;0.8690476190476191;0.13095238095238093;0.22
"Vehicle ";STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.8709535864978903;0.7280088332719912;0.7951081882028174;0.7582502911074339;0.8896069195978452;0.11039308040215481;0.2719911667280089
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.8;0.8;0.9;0.7333333333333333;0.4;0.2;0.2
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.7841486233627373;0.8132816537467701;0.7929042588617057;0.7924730189991568;0.794923091093304;0.20507690890669616;0.18671834625322997
"Vehicle ";STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.9184135021097047;0.8573777715713199;0.977124183006536;0.9128876810929738;0.9375157241763412;0.062484275823658765;0.14262222842868005
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_EllipsesClassifierTest;holdout;0.2;1.0;0.0;0.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.6282914880587875;0.8329411764705883;0.4307695708287982;0.5191976444608024;0.8257425981145147;0.17425740188548539;0.16705882352941176
San Francisco cab (Airport <-> Mall);STOP_STREET_NAME;H_MSM_TemporalDurationClassifierTest;cross-validation;0.5684995507637017;0.6502111901490296;0.8575371407902539;0.7391922010927265;0.22641823641823647;0.7735817635817636;0.34978880985097044
New York bus(lines=2);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.890834864258012;0.87760381743033;0.9096801398860895;0.8889132035749592;0.8553450590147232;0.14465494098527681;0.12239618256966986
New York bus(lines=2);STOP_STREET_NAME;H_MSM_AngleClassifierTest;cross-validation;0.7005103082261686;0.6629759618816267;0.9569063134280527;0.7803905771647708;0.42179540165762425;0.5782045983423758;0.3370240381183734
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.5;0.3333333333333333;0.5;0.4;0.8;0.19999999999999996;0.6666666666666666
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;holdout;0.6695652173913044;0.6354166666666666;0.953125;0.7625000000000001;0.3137254901960784;0.6862745098039216;0.3645833333333333
"Vehicle ";STOP_STREET_NAME;H_MSM_DistanceClassifierTest;cross-validation;0.9078818565400845;0.908076858813701;0.9411453470276999;0.9226194376194377;0.9635182304420054;0.036481769557994606;0.0919231411862991
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;cross-validation;0.7470195134990644;0.8591538180489587;0.5069274696934272;0.6229288785387468;0.9041475545730865;0.09585244542691354;0.1408461819510413
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;cross-validation;0.5381132075471697;0.6473468808533039;0.9088248067670314;0.7555491513236544;0.17247884247884246;0.8275211575211575;0.35265311914669606
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.5804597701149425;0.647887323943662;0.8;0.7159533073929962;0.15254237288135594;0.847457627118644;0.352112676056338
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;cross-validation;0.8592774035517452;0.8815110150636466;0.8676731039094749;0.8709747899159664;0.866951034738346;0.13304896526165402;0.11848898493635336
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;cross-validation;0.45793018983466016;0.9014925373134328;0.2;0.13465346534653463;0.8114285714285714;0.18857142857142856;0.09850746268656715
"Vehicle ";STOP_STREET_NAME;H_MSM_PointsClassifierTest;holdout;0.848;0.7037037037037037;0.926829268292683;0.8000000000000002;0.8095238095238095;0.19047619047619047;0.2962962962962963
"Vehicle ";STOP_STREET_NAME;H_MSM_DistanceClassifierTest;holdout;0.888;0.7755102040816326;0.926829268292683;0.8444444444444446;0.8690476190476191;0.13095238095238093;0.22448979591836735
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_PointsClassifierTest;cross-validation;0.64;0.7;0.3;0.3;0.7333333333333333;0.2666666666666667;0.3
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;cross-validation;0.8043682384160032;0.8154406873614191;0.8552917606356832;0.8307772707772708;0.7688634051095894;0.23113659489041058;0.1845593126385809
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;cross-validation;0.5856603773584905;0.6490170610897084;0.7576779929083817;0.6979476177918948;0.31501092001092;0.68498907998908;0.35098293891029164
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;holdout;0.808695652173913;0.8088235294117647;0.859375;0.8333333333333333;0.7450980392156863;0.2549019607843137;0.19117647058823528
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;cross-validation;0.5286612758310871;0.6359493855084217;0.8561720203684902;0.7292005560626411;0.18242970242970244;0.8175702975702975;0.36405061449157833
