dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;DTWClassifierTest;holdout;0.5402298850574713;0.64;0.6956521739130435;0.6666666666666666;0.23728813559322035;0.7627118644067796;0.36
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;DTWClassifierTest;holdout;0.5034965034965035;0.6;0.0821917808219178;0.14457831325301204;0.9428571428571428;0.05714285714285716;0.4
New York bus(lines=2);STOP_TRAFFIC_LIGHT;MSMMoveAngleClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT;wDFClassifierTest;cross-validation;0.9914676464584609;1.0;0.9832708306392517;0.9915166842290131;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;EDRClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;MSMMoveEllipsesClassifierTest;cross-validation;0.990751136059877;1.0;0.9823984526112186;0.9910010111223458;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;EDRClassifierTest;holdout;0.6149425287356322;0.7105263157894737;0.7043478260869566;0.7074235807860262;0.4406779661016949;0.5593220338983051;0.2894736842105263
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;MSMClassifierTest;cross-validation;0.45793018983466016;0.8985507246376813;0.2;0.13203883495145632;0.8;0.2;0.10144927536231885
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;CVTIClassifierTest;cross-validation;0.43369272237196765;0.6254806828391735;1.0;0.7692636235520245;0.0;1.0;0.37451931716082665
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;CVTIClassifierTest;cross-validation;0.45793018983466016;0.8985507246376813;0.2;0.13203883495145632;0.8;0.2;0.10144927536231885
New York bus(lines=2);STOP_TRAFFIC_LIGHT;EDRClassifierTest;holdout;0.9217391304347826;1.0;0.859375;0.9243697478991597;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;HCSSClassifierTest;cross-validation;0.5341239892183288;0.6468078000573534;0.7903636426184747;0.7100919740472882;0.27804258804258797;0.7219574119574119;0.35319219994264667
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;DTWClassifierTest;cross-validation;0.557088948787062;0.6086351949643827;0.8259425841024097;0.6997971308048828;0.12161616161616162;0.8783838383838385;0.3913648050356173
