dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;cross-validation;0.9884255546645282;1.0;0.977852998065764;0.9887021605476332;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;cross-validation;0.9337415799142683;0.9878787878787879;0.9324186299149282;0.9589315435522332;0.9888888888888889;0.011111111111111117;0.012121212121212121
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;0.6781609195402298;0.7610619469026548;0.7478260869565218;0.7543859649122807;0.5423728813559322;0.4576271186440678;0.23893805309734514
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;holdout;0.965034965034965;0.9594594594594594;0.9726027397260274;0.9659863945578231;0.9571428571428572;0.042857142857142816;0.04054054054054054
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;0.6264367816091954;0.711864406779661;0.7304347826086957;0.7210300429184548;0.423728813559322;0.576271186440678;0.288135593220339
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;cross-validation;0.6520754716981132;0.7062074263764405;0.7546395820438837;0.7283915885194657;0.4758312858312858;0.5241687141687142;0.29379257362355954
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;holdout;0.6609195402298851;0.7456140350877193;0.7391304347826086;0.74235807860262;0.5084745762711864;0.4915254237288136;0.2543859649122807
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_EllipsesClassifierTest;holdout;0.9652173913043478;0.96875;0.96875;0.96875;0.9607843137254902;0.039215686274509776;0.03125
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;cross-validation;0.9512964448008553;0.9650189810189811;0.9633437484501315;0.9635502046197747;0.96189186699825;0.03810813300175002;0.034981018981018984
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_PointsClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;holdout;0.965034965034965;0.9594594594594594;0.9726027397260274;0.9659863945578231;0.9571428571428572;0.042857142857142816;0.04054054054054054
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_PointsClassifierTest;holdout;0.9826086956521739;1.0;0.96875;0.9841269841269841;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;cross-validation;0.6597843665768194;0.7265924474408371;0.7526845228618739;0.7391050580494951;0.5259828009828009;0.4740171990171991;0.27340755255916294
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;holdout;0.9565217391304348;0.9836065573770492;0.9375;0.96;0.9803921568627451;0.019607843137254943;0.01639344262295082
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;cross-validation;0.9424372320881813;0.9769475357710652;0.9155330136485069;0.9440827746314954;0.9774509803921567;0.022549019607843147;0.023052464228934817
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;holdout;0.9370629370629371;0.9324324324324325;0.9452054794520548;0.9387755102040816;0.9285714285714286;0.0714285714285714;0.06756756756756757
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;cross-validation;0.9490510558674151;0.955626103775965;0.9496407847471678;0.9509075545681546;0.9546757852077;0.04532421479229991;0.04437389622403499
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_AngleClassifierTest;cross-validation;0.9856705450091855;0.9777289377289378;0.9885339885339886;0.9828981654928473;0.9768817204301076;0.023118279569892475;0.02227106227106227
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_EllipsesClassifierTest;holdout;0.9790209790209791;0.972972972972973;0.9863013698630136;0.979591836734694;0.9714285714285714;0.02857142857142858;0.02702702702702703
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_AngleClassifierTest;cross-validation;0.9855888956929985;0.9889894419306184;0.9945945945945945;0.9916777967483345;0.9879928315412186;0.012007168458781359;0.011010558069381598
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_DistanceClassifierTest;cross-validation;0.6578436657681941;0.7212538092317278;0.7275019495060583;0.7236529735049733;0.5316393666393666;0.4683606333606334;0.2787461907682721
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_DistanceClassifierTest;cross-validation;0.9277811798326189;0.9722222222222221;0.917544488038498;0.9427511536869266;0.9722222222222221;0.02777777777777777;0.02777777777777778
