dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
San Francisco cab (Directed Regions);STOP_REGION;H_MSM_StopMove_TemporalDurationClassifierTest;cross-validation;0.4781818181818182;0.6377777777777778;0.30344953292321714;0.40247038422789255;0.8448644338118022;0.15513556618819777;0.36222222222222217
San Francisco cab (Directed Regions);STOP_REGION;CVTIClassifierTest;cross-validation;0.21681818181818185;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Directed Regions);STOP_REGION;DTWaClassifierTest;holdout;0.8208955223880597;0.8529411764705882;0.90625;0.8787878787878787;0.8571428571428571;0.1428571428571429;0.14705882352941177
San Francisco cab (Directed Regions);STOP_REGION;H_MSM_StopMove_PointsClassifierTest;cross-validation;0.8686363636363635;0.9432900432900432;0.9402825244930508;0.9398405659381268;0.9408088402825246;0.0591911597174755;0.05670995670995671
San Francisco cab (Directed Regions);STOP_REGION;LiuSchneiderClassifierTest;holdout;0.26865671641791045;0.3829787234042553;0.5625;0.45569620253164556;0.17142857142857143;0.8285714285714285;0.6170212765957447
San Francisco cab (Directed Regions);STOP_REGION;DTWaClassifierTest;cross-validation;0.8131818181818181;0.8784109730848861;0.8929163818637502;0.8815060908084165;0.8745819093187513;0.1254180906812486;0.12158902691511386
San Francisco cab (Directed Regions);STOP_REGION;wDFClassifierTest;holdout;0.9402985074626866;0.9411764705882353;1.0;0.9696969696969697;0.9428571428571428;0.05714285714285716;0.058823529411764705
San Francisco cab (Directed Regions);STOP_REGION;H_MSM_StopMove_TemporalDurationClassifierTest;holdout;0.5223880597014925;0.6388888888888888;0.71875;0.676470588235294;0.6285714285714286;0.37142857142857144;0.3611111111111111
San Francisco cab (Directed Regions);STOP_REGION;H_MSM_StopMove_AngleClassifierTest;cross-validation;0.37363636363636366;0.6;0.04105263157894737;0.07445887445887447;0.9598997493734336;0.040100250626566414;0.4
San Francisco cab (Directed Regions);STOP_REGION;DTWClassifierTest;cross-validation;0.37363636363636366;0.8;0.00909090909090909;0.01739130434782609;0.980952380952381;0.019047619047619046;0.2
San Francisco cab (Directed Regions);STOP_REGION;H_MSM_StopMove_DistanceClassifierTest;holdout;0.6417910447761194;0.675;0.84375;0.75;0.6285714285714286;0.37142857142857144;0.325
San Francisco cab (Directed Regions);STOP_REGION;MSMClassifierTest;cross-validation;0.4268181818181819;0.5254150702426565;0.6657188425609479;0.5818357131035246;0.40280929596719073;0.5971907040328093;0.47458492975734357
San Francisco cab (Directed Regions);STOP_REGION;LCSSClassifierTest;holdout;0.6567164179104478;0.7222222222222222;0.8125;0.7647058823529411;0.7142857142857143;0.2857142857142857;0.2777777777777778
