dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Dublin bus(lines=2);STOP_STREET_NAME;H_MSM_StopMove_TemporalDurationClassifierTest;cross-validation;0.7933974873028602;0.9576682027649769;0.6277499096648034;0.7570080473661036;0.9713852813852814;0.028614718614718627;0.04233179723502304
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_StopMove_EllipsesClassifierTest;holdout;0.25;0.0;0.0;0.0;0.7;0.30000000000000004;1.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_StopMove_AngleClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_StopMove_TemporalDurationClassifierTest;cross-validation;0.2;0.26666666666666666;0.2;0.1;0.3333333333333333;0.6666666666666667;0.7333333333333333
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_StopMove_EllipsesClassifierTest;cross-validation;0.05714285714285714;0.0;0.0;0.0;0.6047619047619047;0.3952380952380953;1.0
Pisa (Users [2, 3]);STOP_STREET_NAME;H_MSM_StopMove_AngleClassifierTest;cross-validation;0.2;0.26666666666666666;0.2;0.1;0.3333333333333333;0.6666666666666667;0.7333333333333333
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_StopMove_DistanceClassifierTest;cross-validation;0.9333333333333333;1.0;0.9;0.9333333333333333;0.6;0.0;0.0
New York bus(lines=2);STOP_STREET_NAME;H_MSM_StopMove_AngleClassifierTest;cross-validation;0.9310879771381915;0.9407871282484287;0.9103469822812938;0.9233373040898792;0.9341991401516193;0.06580085984838066;0.05921287175157144
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);STOP_STREET_NAME;H_MSM_StopMove_DistanceClassifierTest;holdout;0.25;0.0;0.0;0.0;0.7;0.30000000000000004;1.0
Pisa (Users [4, 6]);STOP_STREET_NAME;H_MSM_StopMove_AngleClassifierTest;cross-validation;0.9333333333333333;1.0;0.9;0.9333333333333333;0.6;0.0;0.0
