measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesWithDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8996148459383754,0.8114420505964623,0.7297669902455006,0.6900791562340005,0.6585208150678921,0.6453566768132104,0.639647852151845,0.6301768983156656,0.6196834299641293"
wDFClassifierTest,San Francisco cab (Directed Regions),10,"0.7565359477124184,0.7769607843137255,0.6904411764705882,0.6233283056812469,0.6652661064425771,0.660031512605042,0.6337946943483275,0.5643707055471762,0.5744938884644767,0.5629702861536771"
SMSMEllipsesClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.9154645191409897,0.8353040954143895,0.7565787405866626,0.7070720793687921,0.6647840221050929,0.6525189861814021,0.6464073236171988,0.6381805960726842,0.6247934139344073"
SMSMEllipsesWithTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.8996148459383754,0.8114420505964623,0.7297669902455006,0.6900791562340005,0.6585208150678921,0.6453566768132104,0.639647852151845,0.6301768983156656,0.6196834299641293"
EDRClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7917872704637411,0.7780133265427382,0.7158031510972687,0.6814331501831501,0.6886209786945081,0.678643779452415,0.6580014797638513,0.5962325538418585,0.5735593375123689"
MSMClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.6286269050484737,0.6007351295888997,0.568059170040102,0.5304456251242692,0.5328153002781794,0.523952433404585,0.4595461688856249,0.40855652099005474,0.3944781189030054"
LCSSClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.6277057020684472,0.5998689750462747,0.5673723562323383,0.5299808815658368,0.5323916382696833,0.5235468509162392,0.4593041909346686,0.4084884568768895,0.3942742061620587"
MSTPClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.6237594268476622,0.6229881579269356,0.5881658431830367,0.5228785801318523,0.5440649849111828,0.5307878910108185,0.43358367352175403,0.3887775396015031,0.3922370515065636"
CVTIClassifierTest,San Francisco cab (Directed Regions),10,"0.9614651416122004,0.6222586726998491,0.617324203330791,0.58008895809964,0.5242098723086387,0.543213066179477,0.5210125711636067,0.4304124266972564,0.3892654944165821,0.39065230297253906"
SMSMTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7830376595082478,0.7333736524912995,0.6836913903090374,0.6797135358554044,0.671135997476828,0.663153213619784,0.6522392088654873,0.617091957065275,0.5784434710952541"
SMSMDistanceClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7902349828820416,0.7685945590357355,0.708596632126044,0.6757831629155159,0.684274858647696,0.6733682513667845,0.6548610151622208,0.5962825125336856,0.573312037128102"
DTWaClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7917872704637411,0.7780133265427382,0.7158031510972687,0.6814331501831501,0.688743527714116,0.678643779452415,0.6580014797638513,0.5963486529130658,0.573325910808354"
SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7828314659197012,0.7361917494270436,0.6866617043087632,0.6822637225967676,0.6730551839548379,0.66475753205994,0.6537122420009245,0.6183614692368214,0.5793210994359151"
