dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Geolife University;STOP_REGION;SMSMEllipsesClassifierTest;holdout;0.7094017094017094;0.375;0.4;0.38709677419354843;0.9019607843137255;0.0980392156862745;0.625
Geolife University;STOP_REGION;SMSMEllipsesClassifierTest;cross-validation;0.7690140845070422;0.880107476752638;0.876975986975987;0.8764774168750918;0.9341201895839379;0.06587981041606213;0.11989252324736197
Geolife University;STOP_REGION;DTWaClassifierTest;holdout;0.7521367521367521;0.4;0.26666666666666666;0.32;0.9411764705882353;0.05882352941176472;0.6
Geolife University;STOP_REGION;SMSMEllipsesWithDistanceClassifierTest;holdout;0.7008547008547008;0.3333333333333333;0.4;0.3636363636363636;0.8823529411764706;0.11764705882352944;0.6666666666666666
Geolife University;STOP_REGION;SMSMEllipsesWithTemporalDurationClassifierTest;holdout;0.7435897435897436;0.3888888888888889;0.4666666666666667;0.42424242424242425;0.8921568627450981;0.10784313725490191;0.6111111111111112
Geolife University;STOP_REGION;SMSMDistanceClassifierTest;holdout;0.7350427350427351;0.3333333333333333;0.26666666666666666;0.2962962962962963;0.9215686274509803;0.07843137254901966;0.6666666666666666
Geolife University;STOP_REGION;EDRClassifierTest;cross-validation;0.7070422535211267;0.8854489596425081;0.9032193732193733;0.8927107114032055;0.9344363470546782;0.06556365294532192;0.11455104035749197
Geolife University;STOP_REGION;SMSMEllipsesWithDistanceClassifierTest;cross-validation;0.7605633802816902;0.879414395672977;0.8688074888074888;0.8715332286760858;0.9345373571556882;0.06546264284431183;0.1205856043270231
Geolife University;STOP_REGION;MSMClassifierTest;cross-validation;0.6028169014084507;0.6296715049656226;0.7728815628815628;0.6808465608465608;0.7645211623761556;0.2354788376238445;0.37032849503437737
Geolife University;STOP_REGION;SMSMTemporalDurationClassifierTest;holdout;0.7606837606837606;0.42105263157894735;0.5333333333333333;0.47058823529411764;0.8921568627450981;0.10784313725490191;0.5789473684210527
Geolife University;STOP_REGION;MSTPClassifierTest;cross-validation;0.1943661971830986;0.4676056338028169;0.8;0.39956424371484883;0.2;0.8;0.532394366197183
Geolife University;STOP_REGION;SMSMEllipsesWithTemporalDurationClassifierTest;cross-validation;0.7887323943661972;0.9046694800514834;0.9243915343915343;0.9130470403703533;0.9476555431192913;0.052344456880708615;0.09533051994851655
Geolife University;STOP_REGION;wDFClassifierTest;holdout;0.7606837606837606;1.0;0.0;0.0;1.0;0.0;0.0
Geolife University;STOP_REGION;wDFClassifierTest;cross-validation;0.532394366197183;0.8619858000292784;1.0;0.924014938627544;0.9142271967278808;0.0857728032721193;0.1380141999707217
Geolife University;STOP_REGION;SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest;holdout;0.7350427350427351;0.3888888888888889;0.4666666666666667;0.42424242424242425;0.8921568627450981;0.10784313725490191;0.6111111111111112
Geolife University;STOP_REGION;DTWaClassifierTest;cross-validation;0.7126760563380282;0.891269065462614;0.9032193732193733;0.8956736743661683;0.9389818016001327;0.06101819839986737;0.10873093453738614
Geolife University;STOP_REGION;MSTPClassifierTest;holdout;0.3076923076923077;1.0;0.0;0.0;1.0;0.0;0.0
Geolife University;STOP_REGION;EDRClassifierTest;holdout;0.7521367521367521;0.4;0.26666666666666666;0.32;0.9411764705882353;0.05882352941176472;0.6
Geolife University;STOP_REGION;MSMClassifierTest;holdout;0.5811965811965812;0.3333333333333333;0.26666666666666666;0.2962962962962963;0.9215686274509803;0.07843137254901966;0.6666666666666666
Geolife University;STOP_REGION;CVTIClassifierTest;holdout;0.47863247863247865;1.0;0.06666666666666667;0.125;1.0;0.0;0.0
Geolife University;STOP_REGION;CVTIClassifierTest;cross-validation;0.4591549295774648;0.533474256555458;0.8518518518518519;0.5523420692477904;0.4383833409332725;0.5616166590667275;0.46652574344454206
Geolife University;STOP_REGION;SMSMTemporalDurationClassifierTest;cross-validation;0.7943661971830985;0.9131360037811651;0.9262230362230361;0.9189076439483983;0.9515771117467423;0.04842288825325762;0.08686399621883492
Geolife University;STOP_REGION;SMSMDistanceClassifierTest;cross-validation;0.6957746478873239;0.8800302404306853;0.9032193732193733;0.8898535685460626;0.9298908925092235;0.07010910749077645;0.11996975956931463
Geolife University;STOP_REGION;SMSMEllipsesWithDistanceAndTemporalDurationClassifierTest;cross-validation;0.7774647887323944;0.8924716122084544;0.9166992266992267;0.9028897028897029;0.9384589257831392;0.061541074216860836;0.1075283877915457
Geolife University;STOP_REGION;LCSSClassifierTest;cross-validation;0.6056338028169014;0.6296715049656226;0.7728815628815628;0.6808465608465608;0.7645211623761556;0.2354788376238445;0.37032849503437737
Geolife University;STOP_REGION;LCSSClassifierTest;holdout;0.5811965811965812;0.3333333333333333;0.26666666666666666;0.2962962962962963;0.9215686274509803;0.07843137254901966;0.6666666666666666
