measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
DTWaClassifierTest,"Geolife University ",10,"1.0,0.9122864859408769,0.8592837005556526,0.856123847731361,0.824056673844229,0.7552198060003849,0.7119729856757292,0.6688194126400208,0.6470083887728123,0.6329938299097808"
UMSClassifierTest,"Geolife University ",10,"0.8200195306198581,0.8284953210532534,0.8392283985374667,0.7604700558133279,0.5782646775993743,0.6071000669981761,0.6138440115049889,0.6071479484408147,0.5776011548825417,0.5793569503963031"
wDFClassifierTest,San Francisco cab (Directed Regions),10,"0.7565359477124184,0.7769607843137255,0.6904411764705882,0.6233283056812469,0.6652661064425771,0.660031512605042,0.6337946943483275,0.5643707055471762,0.5744938884644767,0.5629702861536771"
UMSClassifierTest,San Francisco cab (Directed Regions),10,"0.5726443355119826,0.5917797888386124,0.5720853770601363,0.4899618184956201,0.5210153979335566,0.518265799470473,0.41340760546642896,0.3680389327448151,0.37523911308709534,0.3795057165114706"
MSTPClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.6237594268476622,0.6229881579269356,0.5881658431830367,0.5228785801318523,0.5440649849111828,0.5307878910108185,0.43358367352175403,0.3887775396015031,0.3922370515065636"
CVTIClassifierTest,San Francisco cab (Directed Regions),10,"0.906181917211329,0.6192571644042232,0.6103088696085724,0.5757927339815692,0.5238967300705679,0.5410788412500741,0.5156653262176155,0.4274480364263646,0.38778397891315314,0.3887267896311728"
MSTPClassifierTest,"Geolife University ",10,"1.0,0.811150932740696,0.6563060268159888,0.6254211174052511,0.5494653971793815,0.40612391695266215,0.35466522870789347,0.32851983888036,0.3290487171299824,0.3243025466034278"
CVTIClassifierTest,"Geolife University ",10,"1.0,0.814928080993765,0.664804610385394,0.6293061841798363,0.5524556395463943,0.4112488203778489,0.3584271017290566,0.3301386167031039,0.33032019352893754,0.3256026775558006"
wDFClassifierTest,"Geolife University ",10,"0.8200195306198581,0.8284953210532534,0.8392283985374667,0.7604700558133279,0.5782646775993743,0.6071000669981761,0.6138440115049889,0.6071479484408147,0.5776011548825417,0.5793569503963031"
DTWaClassifierTest,San Francisco cab (Directed Regions),10,"1.0,0.7947284469343293,0.7818521347933113,0.7106044282514871,0.6800595238095238,0.6891223155929037,0.6791178357467661,0.6596497367516347,0.6086035615959215,0.5913292064229668"
