measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9264002448063217,0.8774297147668453,0.8523472215207523,0.8109218709061812,0.7818401730705373,0.7627237904767026,0.7325866871669503,0.7194848363022589,0.7108988592577385"
