measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9265200671302541,0.8806765852209518,0.8570687087297268,0.8204484444039443,0.7944868266744428,0.7807445521839198,0.756028123057066,0.7414751235345535,0.7333845681400524"
