measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9264936452436453,0.8785748512955163,0.8528313580404359,0.8145139775116651,0.7946387470150784,0.7813621784828872,0.7564611139329807,0.7504803242738854,0.7426979338039273"
