measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.921536118624104,0.8754911582197586,0.850749603319914,0.8175413238351822,0.7963523078314109,0.7882078421167282,0.7650682735347056,0.7608383474375245,0.7552583790930416"
