measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9196740731434511,0.8839814720627045,0.8589131891719686,0.8271182296485747,0.8027094430363723,0.7973828411557471,0.7735544373806562,0.7721934584420465,0.7686269001011542"
