measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9227877380495345,0.8850444015291493,0.863242813395433,0.8270057716765266,0.8074879396694252,0.7992044953427989,0.7752917073006551,0.7673923493977647,0.7612485468876917"
