measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9246496185056707,0.8736527415114291,0.8488905589057185,0.8191401084444646,0.7939876252298352,0.7776384576115745,0.7514348440543764,0.746297062692808,0.7406625654762227"
