measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9299454286395488,0.8770430021005555,0.8457419567475241,0.806155317383193,0.7721635828387755,0.7501196003218857,0.720742408316899,0.7028496814523862,0.6888135990042115"
