measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9321745377694386,0.884582366404507,0.8560146133403466,0.8200409616797218,0.79822323375554,0.7856277324545502,0.7586180248954939,0.7482851941829042,0.7375376045292018"
