measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9252566130753099,0.8900459856298739,0.8597063743037049,0.822892590761558,0.800127293567141,0.7951591523658033,0.7738844221335133,0.7677505061307931,0.7635063725972937"
