measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9224026367085857,0.8882532592683967,0.8650882068921465,0.8300501615346026,0.8111557337192332,0.801485713999883,0.7804757011800971,0.7766159367520246,0.7713647845234026"
