measure,dataset,0%,"10,00%","20,00%","30,00%","40,00%","50,00%","60,00%","70,00%","80,00%","90,00%","100,00%"
SMSMEllipsesClassifierTest,"Geolife University ",10,"1.0,0.9228808512127146,0.8711297224431169,0.8437576533830417,0.8134562843075259,0.7842563494967318,0.7577594018464182,0.7311248394926574,0.7215208827041164,0.7134696495716661"
