1980,7,17,0,1,NOT_NAMED,30.5,-76.5,20,0
1980,7,17,6,1,NOT_NAMED,30.2,-77.2,25,0
1980,7,17,12,1,NOT_NAMED,30.0,-78.0,25,0
1980,7,17,18,1,NOT_NAMED,29.9,-79.3,25,0
1980,7,18,0,1,NOT_NAMED,29.8,-80.2,25,0
1980,7,18,6,1,NOT_NAMED,29.5,-81.1,25,0
1980,7,18,12,1,NOT_NAMED,29.5,-82.0,20,0
1980,7,18,18,1,NOT_NAMED,29.4,-83.0,20,0
1980,7,19,0,1,NOT_NAMED,29.4,-84.0,20,0
1980,7,19,6,1,NOT_NAMED,29.5,-84.7,20,0
1980,7,19,12,1,NOT_NAMED,29.6,-85.8,25,0
1980,7,19,18,1,NOT_NAMED,29.7,-86.4,25,0
1980,7,20,0,1,NOT_NAMED,29.8,-87.0,25,0
1980,7,20,6,1,NOT_NAMED,29.9,-87.8,25,0
1980,7,20,12,1,NOT_NAMED,30.0,-88.5,25,0
1980,7,20,18,1,NOT_NAMED,30.4,-89.2,20,0
1980,7,21,0,1,NOT_NAMED,30.8,-90.0,-99,0
1980,7,17,12,2,NOT_NAMED,25.0,-90.0,20,0
1980,7,17,18,2,NOT_NAMED,25.2,-90.4,25,0
1980,7,18,0,2,NOT_NAMED,25.4,-90.9,25,0
1980,7,18,6,2,NOT_NAMED,25.7,-91.2,30,0
1980,7,18,12,2,NOT_NAMED,26.0,-91.8,30,0
1980,7,18,18,2,NOT_NAMED,26.2,-92.1,30,0
1980,7,19,0,2,NOT_NAMED,26.4,-92.7,30,0
1980,7,19,6,2,NOT_NAMED,26.8,-93.0,30,0
1980,7,19,12,2,NOT_NAMED,27.0,-93.5,30,0
1980,7,19,18,2,NOT_NAMED,27.4,-94.0,30,0
1980,7,20,0,2,NOT_NAMED,27.8,-94.5,30,0
1980,7,20,6,2,NOT_NAMED,28.0,-94.9,30,0
1980,7,20,12,2,NOT_NAMED,28.5,-95.2,30,0
1980,7,20,18,2,NOT_NAMED,29.0,-95.7,25,0
1980,7,21,0,2,NOT_NAMED,29.5,-95.7,25,0
1980,7,21,6,2,NOT_NAMED,30.0,-95.5,25,0
1980,7,21,12,2,NOT_NAMED,30.5,-95.0,-99,0
1980,7,22,0,3,NOT_NAMED,23.2,-73.5,20,0
1980,7,22,6,3,NOT_NAMED,24.0,-74.5,25,0
1980,7,22,12,3,NOT_NAMED,25.1,-75.4,25,0
1980,7,22,18,3,NOT_NAMED,26.2,-76.2,30,0
1980,7,23,0,3,NOT_NAMED,27.0,-76.8,30,0
1980,7,23,6,3,NOT_NAMED,28.2,-77.4,30,0
1980,7,23,12,3,NOT_NAMED,29.3,-77.8,30,0
1980,7,23,18,3,NOT_NAMED,30.8,-77.7,30,0
1980,7,24,0,3,NOT_NAMED,31.8,-77.4,30,0
1980,7,24,6,3,NOT_NAMED,33.0,-76.8,30,0
1980,7,24,12,3,NOT_NAMED,34.0,-75.8,30,0
1980,7,24,18,3,NOT_NAMED,35.1,-73.9,25,0
1980,7,25,0,3,NOT_NAMED,36.0,-72.0,25,0
1980,7,25,6,3,NOT_NAMED,36.5,-70.0,25,0
1980,7,25,12,3,NOT_NAMED,37.0,-68.2,25,0
1980,7,25,18,3,NOT_NAMED,37.2,-66.0,20,0
1980,7,26,0,3,NOT_NAMED,37.6,-64.0,20,0
1980,7,31,12,4,ALLEN,11.0,-30.0,25,0
1980,7,31,18,4,ALLEN,10.9,-32.2,25,0
1980,8,1,0,4,ALLEN,10.8,-34.3,30,1010
1980,8,1,6,4,ALLEN,10.7,-36.4,30,1009
1980,8,1,12,4,ALLEN,10.7,-38.6,30,1008
1980,8,1,18,4,ALLEN,10.7,-40.7,30,1006
1980,8,2,0,4,ALLEN,11.0,-42.8,35,1005
1980,8,2,6,4,ALLEN,11.4,-44.8,45,1000
1980,8,2,12,4,ALLEN,11.9,-46.9,55,995
1980,8,2,18,4,ALLEN,12.3,-49.1,60,990
1980,8,3,0,4,ALLEN,12.4,-51.4,65,985
1980,8,3,6,4,ALLEN,12.6,-53.6,70,980
1980,8,3,12,4,ALLEN,12.8,-55.6,80,975
1980,8,3,18,4,ALLEN,12.9,-57.5,95,965
1980,8,4,0,4,ALLEN,13.3,-59.1,110,950
1980,8,4,6,4,ALLEN,13.6,-61.0,115,948
1980,8,4,12,4,ALLEN,14.0,-63.0,125,945
1980,8,4,18,4,ALLEN,14.4,-64.9,130,930
1980,8,5,0,4,ALLEN,14.8,-66.7,140,911
1980,8,5,6,4,ALLEN,15.4,-68.6,145,916
1980,8,5,12,4,ALLEN,15.9,-70.5,155,932
1980,8,5,18,4,ALLEN,16.5,-72.3,150,940
1980,8,6,0,4,ALLEN,17.8,-73.8,140,945
1980,8,6,6,4,ALLEN,18.3,-75.9,115,955
1980,8,6,12,4,ALLEN,19.2,-78.0,115,955
1980,8,6,18,4,ALLEN,20.0,-80.1,125,955
1980,8,7,0,4,ALLEN,20.1,-81.9,135,945
1980,8,7,6,4,ALLEN,20.4,-83.6,145,935
1980,8,7,12,4,ALLEN,21.0,-84.8,155,910
1980,8,7,18,4,ALLEN,21.8,-86.4,165,899
1980,8,8,0,4,ALLEN,22.2,-87.9,155,920
1980,8,8,6,4,ALLEN,22.8,-89.2,130,945
1980,8,8,12,4,ALLEN,23.4,-90.5,115,960
1980,8,8,18,4,ALLEN,23.9,-91.8,130,940
1980,8,9,0,4,ALLEN,24.5,-93.0,145,912
1980,8,9,6,4,ALLEN,25.0,-94.2,155,909
1980,8,9,12,4,ALLEN,25.2,-95.4,140,916
1980,8,9,18,4,ALLEN,25.4,-96.1,125,925
1980,8,10,0,4,ALLEN,25.8,-96.8,110,935
1980,8,10,6,4,ALLEN,26.1,-97.2,100,945
1980,8,10,12,4,ALLEN,26.7,-98.1,85,960
1980,8,10,18,4,ALLEN,27.3,-99.0,70,970
1980,8,11,0,4,ALLEN,27.7,-99.8,60,990
1980,8,11,6,4,ALLEN,28.0,-100.9,45,1000
1980,8,11,12,4,ALLEN,28.5,-101.9,30,1005
1980,8,11,18,4,ALLEN,28.9,-102.9,30,1008
1980,8,13,0,5,NOT_NAMED,15.0,-21.0,20,0
1980,8,13,6,5,NOT_NAMED,15.2,-22.5,25,0
1980,8,13,12,5,NOT_NAMED,15.8,-24.2,25,0
1980,8,13,18,5,NOT_NAMED,16.7,-25.9,30,0
