-74.01784763925222;40.70565533669041;A
-74.01119315817556;40.705736986764975;A
-74.01190759632797;40.70081756977272;A
-74.01784763925222;40.70081756977272;A
-74.01784763925222;40.70565533669041;A
-73.96881620813451;40.74913997205549;B
-73.96557674142633;40.74930429283054;B
-73.96548284384058;40.74543101741858;B
-73.96867536175588;40.74580660776156;B
-73.96881620813451;40.74913997205549;B
-73.95851094809906;40.759492180883804;C
-73.9568442659521;40.759492180883804;C
-73.9568442659521;40.75723863882594;C
-73.95851094809906;40.757309062015246;C
-73.95851094809906;40.759492180883804;C
-73.92924461779867;40.80175254992779;D
-73.92679261038911;40.80173334360344;D
-73.92681181671348;40.79927493408576;D
-73.92926382412303;40.79927493408576;D
-73.92924461779867;40.80175254992779;D
-73.98536073600141;40.749103413350504;E
-73.98383223268802;40.74906340017476;E
-73.9836641773499;40.74780698645642;E
-73.98537674127171;40.74783099436186;E
-73.98536073600141;40.749103413350504;E
-73.98163010756102;40.754162079093874;F
-73.98019443481535;40.754162079093874;F
-73.98019443481535;40.75298869271519;F
-73.98163010756102;40.7529472790783;F
-73.98163010756102;40.754162079093874;F
-73.97508675293166;40.76389014240037;G
-73.97314997517955;40.763874267172895;G
-73.9731182247246;40.76220736828789;G
-73.97508675293166;40.76223911874284;G
-73.97508675293166;40.76389014240037;G
-73.97120049724545;40.76934010799296;H
-73.96948597267802;40.769324232765484;H
-73.96947009745054;40.767490643991984;H
-73.97120049724545;40.76750651921946;H
-73.97120049724545;40.76934010799296;H
-73.98359544622777;40.77447664896962;I
-73.9798492100479;40.77444378724874;I
-73.97981634832702;40.77194629646217;I
-73.98366116966952;40.77199558904348;I
-73.98359544622777;40.77447664896962;I
-73.95114203223359;40.79859550900657;J
-73.94792569130286;40.79859550900657;J
-73.94788872186687;40.79635269655678;J
-73.95116667852426;40.79627875768481;J
-73.95114203223359;40.79859550900657;J
-73.96087731704311;40.80305648761548;L
-73.9583633953961;40.80305648761548;L
-73.9583633953961;40.80054256596846;L
-73.96091428647911;40.800530242823136;L
-73.96087731704311;40.80305648761548;L
-73.94756141912698;40.809340429112844;M
-73.94388813596746;40.809340429112844;M
-73.94388813596746;40.80707013604897;M
-73.94745938348366;40.806968100405655;M
-73.94756141912698;40.809340429112844;M
-73.95832617949725;40.81487586276296;N
-73.95404068247781;40.81487586276296;N
-73.95398966465615;40.81222293603664;N
-73.95832617949725;40.81222293603664;N
-73.95832617949725;40.81487586276296;N
